finding_id,page,section,description,published_value,unit,tolerance,source,requires_gallup,gallup_items,note
X11_threat_2021,"7, 45, 46",Executive Summary,"Climate change a threat to the country (text): % very or somewhat serious threat, 2021",67,pct,,text,N,,Trend base: the 119 countries surveyed in both years.
X11_threat_2019,"7, 45, 46",Executive Summary,"Climate change a threat to the country (text): % very or somewhat serious threat, 2019",69,pct,,text,N,,Trend base: the 119 countries surveyed in both years.
X11_very_2021,"7, 45, 46",Executive Summary,"Climate change a threat to the country (text): % very serious threat, 2021",41,pct,,text,N,,Trend base: the 119 countries surveyed in both years.
X11_very_2019,"7, 45, 46",Executive Summary,"Climate change a threat to the country (text): % very serious threat, 2019 ('unchanged')",41,pct,,text,N,,Trend base: the 119 countries surveyed in both years.
X12_very_primary,"7, 45, 47",Executive Summary,"Climate change a threat, by education (text): % very serious threat, primary education or less",32,pct,,text,N,,
X12_very_secondary,"7, 45, 47",Executive Summary,"Climate change a threat, by education (text): % very serious threat, secondary education",47,pct,,text,N,,
X12_very_post_secondary,"7, 45, 47",Executive Summary,"Climate change a threat, by education (text): % very serious threat, post-secondary education",50,pct,,text,N,,
X12_dk_primary,"7, 45, 47",Executive Summary,"Climate change a threat, by education (text): % don't know, primary education or less",28,pct,,text,N,,
X12_dk_secondary,"7, 45, 47",Executive Summary,"Climate change a threat, by education (text): % don't know, secondary education",13,pct,,text,N,,
X12_dk_post_secondary,"7, 45, 47",Executive Summary,"Climate change a threat, by education (text): % don't know, post-secondary education",7,pct,,text,N,,
X13,8,Executive Summary,2019: % who trusted the government food safety authority most for food safety information,15,pct,,text,N,,"A 2019 World Risk Poll finding (question L14), restated in this report."
X14,11,Chapter 1,"Regions where % 'less safe' rose by more than 10 points, 2019 to 2021",3,count,,text,N,,The report computes differences from the rounded percentages.
X15_latin_america,11,Chapter 1,"Crime/violence named as greatest risk, 2021 (text): % Latin America/Caribbean",43,pct,,text,N,,
X15_southern_africa,11,Chapter 1,"Crime/violence named as greatest risk, 2021 (text): % Southern Africa",42,pct,,text,N,,
X16_southeastern_asia_2019,12,Chapter 1,"Feel 'less safe' than five years ago, by region (text): % Southeastern Asia, 2019",13,pct,,text,N,,
X16_southeastern_asia_2021,12,Chapter 1,"Feel 'less safe' than five years ago, by region (text): % Southeastern Asia, 2021",26,pct,,text,N,,
X16_southeastern_asia_change,12,Chapter 1,"Feel 'less safe' than five years ago, by region (text): change, Southeastern Asia (points)",13,pct,,text,N,,The report computes differences from the rounded percentages.
X16_central_western_africa_2021,12,Chapter 1,"Feel 'less safe' than five years ago, by region (text): % Central/Western Africa, 2021",51,pct,,text,N,,
X16_central_western_africa_2019,12,Chapter 1,"Feel 'less safe' than five years ago, by region (text): % Central/Western Africa, 2019",38,pct,,text,N,,
X16_central_western_africa_change,12,Chapter 1,"Feel 'less safe' than five years ago, by region (text): change, Central/Western Africa (points)",13,pct,,text,N,,The report computes differences from the rounded percentages.
X16_northern_america_change,12,Chapter 1,"Feel 'less safe' than five years ago, by region (text): change, Northern America (points)",11,pct,,text,N,,The report computes differences from the rounded percentages.
X16_northern_western_europe_2019,13,Chapter 1,"Feel 'less safe' than five years ago, by region (text): % Northern/Western Europe, 2019",28,pct,,text,N,,
X16_northern_western_europe_2021,13,Chapter 1,"Feel 'less safe' than five years ago, by region (text): % Northern/Western Europe, 2021",25,pct,,text,N,,
X16_eastern_europe_2019,13,Chapter 1,"Feel 'less safe' than five years ago, by region (text): % Eastern Europe, 2019",21,pct,,text,N,,
X16_eastern_europe_2021,13,Chapter 1,"Feel 'less safe' than five years ago, by region (text): % Eastern Europe, 2021",27,pct,,text,N,,
X16_latin_america_2019,13,Chapter 1,"Feel 'less safe' than five years ago, by region (text): % Latin America/Caribbean, 2019",52,pct,,text,N,,
X16_latin_america_2021,13,Chapter 1,"Feel 'less safe' than five years ago, by region (text): % Latin America/Caribbean, 2021",49,pct,,text,N,,
X17_northern_western_europe,13,Chapter 1,"Satisfied with the availability of quality healthcare in their area, 2021: % Northern/Western Europe",78,pct,,text,Y,GWP_HEALTHCARE_SATISFACTION,Gallup World Poll item; the item code is a placeholder.
X17_southern_europe,13,Chapter 1,"Satisfied with the availability of quality healthcare in their area, 2021: % Southern Europe",60,pct,,text,Y,GWP_HEALTHCARE_SATISFACTION,Gallup World Poll item; the item code is a placeholder.
X17_eastern_europe,13,Chapter 1,"Satisfied with the availability of quality healthcare in their area, 2021: % Eastern Europe",37,pct,,text,Y,GWP_HEALTHCARE_SATISFACTION,Gallup World Poll item; the item code is a placeholder.
X18_2019,14,Chapter 1,"Nigeria, % 'less safe' than five years ago (text): 2019",35,pct,,text,N,,
X18_2021,14,Chapter 1,"Nigeria, % 'less safe' than five years ago (text): 2021",61,pct,,text,N,,
X19,14,Chapter 1,United States' share of Northern America's population ('about 89%'),89,pct,,text,N,,"Computed from the population projection weights (PROJWT), which sum to each country's adult population."
X20,14,Chapter 1,United States: % naming Covid-19 as the greatest risk,5,pct,,text,N,,
X21_post_secondary_road,15,Chapter 1,"Greatest source of risk, by education (text): % road-related accidents, post-secondary education",20,pct,,text,N,,
X21_post_secondary_crime,15,Chapter 1,"Greatest source of risk, by education (text): % crime and violence, post-secondary education",13,pct,,text,N,,
X21_primary_financial,15,Chapter 1,"Greatest source of risk, by education (text): % financial, primary education or less",8,pct,,text,N,,
X21_primary_road,15,Chapter 1,"Greatest source of risk, by education (text): % road-related accidents, primary education or less",8,pct,,text,N,,
X21_primary_crime,15,Chapter 1,"Greatest source of risk, by education (text): % crime and violence, primary education or less",9,pct,,text,N,,
X21_post_secondary_financial,15,Chapter 1,"Greatest source of risk, by education (text): % financial, post-secondary education",4,pct,,text,N,,
X22,16,Chapter 1,"Of those who named Covid-19 as greatest risk, % who felt less safe",36,pct,,text,N,,
X89,16,Chapter 1,"Of war/terrorism, politics/corruption and crime/violence: risks where at least half of those naming it felt less safe",3,count,,text,N,,Counted on the rounded figures in Chart 1.4 (crime/violence is 49.6%).
X90_road,16,Chapter 1,"Of those naming each risk as greatest, % who felt less safe ('about one in four'): road-related accidents",25,pct,3,text,N,,
X90_cooking,16,Chapter 1,"Of those naming each risk as greatest, % who felt less safe ('about one in four'): cooking or other household accidents",25,pct,3,text,N,,
X23,16,Chapter 1,Regions where Covid-19 was among the top-three named risks,4,count,,text,N,,"Top three ranked among named risks and 'nothing/no risks', excluding 'other', don't know and refused."
X24_road,16,Chapter 1,Regions (of 15) where each risk was among the top-three named risks: road-related accidents,11,count,,text,N,,"Top three ranked among named risks and 'nothing/no risks', excluding 'other', don't know and refused. The text gives one figure (11) for the three risks together."
X24_health,16,Chapter 1,Regions (of 15) where each risk was among the top-three named risks: personal health (non-Covid-19),11,count,,text,N,,"Top three ranked among named risks and 'nothing/no risks', excluding 'other', don't know and refused. The text gives one figure (11) for the three risks together."
X24_crime,16,Chapter 1,Regions (of 15) where each risk was among the top-three named risks: crime and violence,11,count,,text,N,,"Top three ranked among named risks and 'nothing/no risks', excluding 'other', don't know and refused. The text gives one figure (11) for the three risks together."
X25,17,Chapter 1,Regions where Covid-19 was the most commonly named risk,2,count,,text,N,,"Top three ranked among named risks and 'nothing/no risks', excluding 'other', don't know and refused."
X26_DZA,"17, 36",Chapter 1,Covid-19 named as greatest risk: % Algeria,35,pct,,text,N,,
X26_EGY,17,Chapter 1,Covid-19 named as greatest risk: % Egypt,15,pct,,text,N,,
X27,18,Chapter 1,Crime named as greatest risk: Latin America and Southern Africa vs any other region ('twice the percentage'),2,ratio,0.5,text,N,,"Lower of the two regions divided by the highest other region, from rounded figures."
X28_VEN,18,Chapter 1,"Crime/violence named as greatest risk, by country: % Venezuela",60,pct,,text,N,,
X28_ECU,18,Chapter 1,"Crime/violence named as greatest risk, by country: % Ecuador",50,pct,,text,N,,
X28_ARG,18,Chapter 1,"Crime/violence named as greatest risk, by country: % Argentina",49,pct,,text,N,,
X28_COL,18,Chapter 1,"Crime/violence named as greatest risk, by country: % Colombia",47,pct,,text,N,,
X28_MEX,18,Chapter 1,"Crime/violence named as greatest risk, by country: % Mexico",46,pct,,text,N,,
X29_latin_america,19,Chapter 1,Would like to move permanently to another country (Gallup World Poll 2021): % Latin America/Caribbean,37,pct,,text,Y,WP1325,"Quoted from the Gallup World Poll 2021, which covered more countries than the World Risk Poll."
X29_global,19,Chapter 1,Would like to move permanently to another country (Gallup World Poll 2021): % globally,16,pct,,text,Y,WP1325,"Quoted from the Gallup World Poll 2021, which covered more countries than the World Risk Poll."
X30_age_15_29,19,Chapter 1,"Latin America/Caribbean, crime/violence named as greatest risk: % aged 15-29",47,pct,,text,N,,
X30_age_65plus,19,Chapter 1,"Latin America/Caribbean, crime/violence named as greatest risk: % aged 65 and older",35,pct,,text,N,,
X30_men,19,Chapter 1,"Latin America/Caribbean, crime/violence named as greatest risk: % men",41,pct,,text,N,,
X30_women,19,Chapter 1,"Latin America/Caribbean, crime/violence named as greatest risk: % women",46,pct,,text,N,,
X30_income_bottom,19,Chapter 1,"Latin America/Caribbean, crime/violence named as greatest risk: % lowest income quintile",41,pct,,text,N,,
X30_income_top,19,Chapter 1,"Latin America/Caribbean, crime/violence named as greatest risk: % highest income quintile",46,pct,,text,N,,
X30_post_secondary,19,Chapter 1,"Latin America/Caribbean, crime/violence named as greatest risk: % post-secondary education",51,pct,,text,N,,
X30_primary,19,Chapter 1,"Latin America/Caribbean, crime/violence named as greatest risk: % primary education or less",36,pct,,text,N,,
X31_FIN,19,Chapter 1,"Road-related accidents named as greatest risk, by country: % Finland",46,pct,,text,N,,
X31_ISL,19,Chapter 1,"Road-related accidents named as greatest risk, by country: % Iceland",43,pct,,text,N,,
X31_NZL,19,Chapter 1,"Road-related accidents named as greatest risk, by country: % New Zealand",39,pct,,text,N,,
X31_NOR,19,Chapter 1,"Road-related accidents named as greatest risk, by country: % Norway",35,pct,,text,N,,
X31_NLD,19,Chapter 1,"Road-related accidents named as greatest risk, by country: % Netherlands",35,pct,,text,N,,
X31_AUS,19,Chapter 1,"Road-related accidents named as greatest risk, by country: % Australia",31,pct,,text,N,,
X32_central_western_africa,19,Chapter 1,Satisfied with the roads and highways in their country (Gallup World Poll 2021): % Central/Western Africa,40,pct,,text,Y,GWP_ROADS_SATISFACTION,Gallup World Poll item; the item code is a placeholder.
X32_eastern_africa,19,Chapter 1,Satisfied with the roads and highways in their country (Gallup World Poll 2021): % Eastern Africa,42,pct,,text,Y,GWP_ROADS_SATISFACTION,Gallup World Poll item; the item code is a placeholder.
X32_latin_america,19,Chapter 1,Satisfied with the roads and highways in their country (Gallup World Poll 2021): % Latin America/Caribbean,49,pct,,text,Y,GWP_ROADS_SATISFACTION,Gallup World Poll item; the item code is a placeholder.
X32_northern_western_europe,19,Chapter 1,Satisfied with the roads and highways in their country (Gallup World Poll 2021): % Northern/Western Europe,74,pct,,text,Y,GWP_ROADS_SATISFACTION,Gallup World Poll item; the item code is a placeholder.
X33,19,Chapter 1,Eastern Asian countries where % naming road-related accidents rose by more than 10 points,2,count,,text,N,,
X34_KOR_2019,19,Chapter 1,"Road-related accidents named as greatest risk, 2019 vs 2021: % South Korea, 2019",9,pct,,text,N,,
X34_KOR_2021,19,Chapter 1,"Road-related accidents named as greatest risk, 2019 vs 2021: % South Korea, 2021",25,pct,,text,N,,
X34_HKG_2019,19,Chapter 1,"Road-related accidents named as greatest risk, 2019 vs 2021: % Hong Kong SAR, 2019",7,pct,,text,N,,
X34_HKG_2021,19,Chapter 1,"Road-related accidents named as greatest risk, 2019 vs 2021: % Hong Kong SAR, 2021",18,pct,,text,N,,
C1_1_2019_more,12,Chart 1.1,"Feel safe compared with five years ago, global, 2019: % more safe",28,pct,,chart,N,,"Trend base: the 119 countries surveyed in both years, excluding China (not asked the safety question in 2021) in both years."
C1_1_2019_same,12,Chart 1.1,"Feel safe compared with five years ago, global, 2019: % about as safe",40,pct,,chart,N,,"Trend base: the 119 countries surveyed in both years, excluding China (not asked the safety question in 2021) in both years."
C1_1_2019_less,12,Chart 1.1,"Feel safe compared with five years ago, global, 2019: % less safe",30,pct,,chart,N,,"Trend base: the 119 countries surveyed in both years, excluding China (not asked the safety question in 2021) in both years."
C1_1_2019_dk,12,Chart 1.1,"Feel safe compared with five years ago, global, 2019: % don't know/refused",2,pct,,chart,N,,"Trend base: the 119 countries surveyed in both years, excluding China (not asked the safety question in 2021) in both years."
C1_1_2021_more,12,Chart 1.1,"Feel safe compared with five years ago, global, 2021: % more safe",27,pct,,chart,N,,"Trend base: the 119 countries surveyed in both years, excluding China (not asked the safety question in 2021) in both years."
C1_1_2021_same,12,Chart 1.1,"Feel safe compared with five years ago, global, 2021: % about as safe",37,pct,,chart,N,,"Trend base: the 119 countries surveyed in both years, excluding China (not asked the safety question in 2021) in both years."
C1_1_2021_less,12,Chart 1.1,"Feel safe compared with five years ago, global, 2021: % less safe",34,pct,,chart,N,,"Trend base: the 119 countries surveyed in both years, excluding China (not asked the safety question in 2021) in both years."
C1_1_2021_dk,12,Chart 1.1,"Feel safe compared with five years ago, global, 2021: % don't know/refused",1,pct,,chart,N,,"Trend base: the 119 countries surveyed in both years, excluding China (not asked the safety question in 2021) in both years."
C1_2_southeastern_asia_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Southeastern Asia, 2019: % more safe",31,pct,,chart,N,,
C1_2_southeastern_asia_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Southeastern Asia, 2019: % about as safe",54,pct,,chart,N,,
C1_2_southeastern_asia_2019_less,13,Chart 1.2,"Feel safe compared with five years ago, Southeastern Asia, 2019: % less safe",13,pct,,chart,N,,
C1_2_southeastern_asia_2021_more,13,Chart 1.2,"Feel safe compared with five years ago, Southeastern Asia, 2021: % more safe",27,pct,,chart,N,,
C1_2_southeastern_asia_2021_same,13,Chart 1.2,"Feel safe compared with five years ago, Southeastern Asia, 2021: % about as safe",45,pct,,chart,N,,
C1_2_southeastern_asia_2021_less,13,Chart 1.2,"Feel safe compared with five years ago, Southeastern Asia, 2021: % less safe",26,pct,,chart,N,,
C1_2_southeastern_asia_diff,13,Chart 1.2,"Feel safe compared with five years ago, Southeastern Asia: 'less safe' difference 2019 to 2021 (points)",13,pct,,chart,N,,The report computes differences from the rounded percentages.
C1_2_central_western_africa_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Central/Western Africa, 2019: % more safe",39,pct,,chart,N,,
C1_2_central_western_africa_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Central/Western Africa, 2019: % about as safe",20,pct,,chart,N,,
C1_2_central_western_africa_2019_less,13,Chart 1.2,"Feel safe compared with five years ago, Central/Western Africa, 2019: % less safe",38,pct,,chart,N,,
C1_2_central_western_africa_2021_more,13,Chart 1.2,"Feel safe compared with five years ago, Central/Western Africa, 2021: % more safe",28,pct,,chart,N,,
C1_2_central_western_africa_2021_same,13,Chart 1.2,"Feel safe compared with five years ago, Central/Western Africa, 2021: % about as safe",19,pct,,chart,N,,
C1_2_central_western_africa_2021_less,13,Chart 1.2,"Feel safe compared with five years ago, Central/Western Africa, 2021: % less safe",51,pct,,chart,N,,
C1_2_central_western_africa_diff,13,Chart 1.2,"Feel safe compared with five years ago, Central/Western Africa: 'less safe' difference 2019 to 2021 (points)",13,pct,,chart,N,,The report computes differences from the rounded percentages.
C1_2_northern_america_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Northern America, 2019: % more safe",17,pct,,chart,N,,
C1_2_northern_america_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Northern America, 2019: % about as safe",56,pct,,chart,N,,
C1_2_northern_america_2019_less,13,Chart 1.2,"Feel safe compared with five years ago, Northern America, 2019: % less safe",26,pct,,chart,N,,
C1_2_northern_america_2021_more,13,Chart 1.2,"Feel safe compared with five years ago, Northern America, 2021: % more safe",16,pct,,chart,N,,
C1_2_northern_america_2021_same,13,Chart 1.2,"Feel safe compared with five years ago, Northern America, 2021: % about as safe",47,pct,,chart,N,,
C1_2_northern_america_2021_less,13,Chart 1.2,"Feel safe compared with five years ago, Northern America, 2021: % less safe",37,pct,,chart,N,,
C1_2_northern_america_diff,13,Chart 1.2,"Feel safe compared with five years ago, Northern America: 'less safe' difference 2019 to 2021 (points)",11,pct,,chart,N,,The report computes differences from the rounded percentages.
C1_2_eastern_europe_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Europe, 2019: % more safe",20,pct,,chart,N,,
C1_2_eastern_europe_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Europe, 2019: % about as safe",55,pct,,chart,N,,
C1_2_eastern_europe_2019_less,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Europe, 2019: % less safe",21,pct,,chart,N,,
C1_2_eastern_europe_2021_more,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Europe, 2021: % more safe",20,pct,,chart,N,,
C1_2_eastern_europe_2021_same,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Europe, 2021: % about as safe",51,pct,,chart,N,,
C1_2_eastern_europe_2021_less,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Europe, 2021: % less safe",27,pct,,chart,N,,
C1_2_eastern_europe_diff,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Europe: 'less safe' difference 2019 to 2021 (points)",6,pct,,chart,N,,The report computes differences from the rounded percentages.
C1_2_southern_africa_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Southern Africa, 2019: % more safe",31,pct,,chart,N,,
C1_2_southern_africa_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Southern Africa, 2019: % about as safe",16,pct,,chart,N,,
C1_2_southern_africa_2019_less,13,Chart 1.2,"Feel safe compared with five years ago, Southern Africa, 2019: % less safe",52,pct,,chart,N,,
C1_2_southern_africa_2021_more,13,Chart 1.2,"Feel safe compared with five years ago, Southern Africa, 2021: % more safe",20,pct,,chart,N,,
C1_2_southern_africa_2021_same,13,Chart 1.2,"Feel safe compared with five years ago, Southern Africa, 2021: % about as safe",20,pct,,chart,N,,
C1_2_southern_africa_2021_less,13,Chart 1.2,"Feel safe compared with five years ago, Southern Africa, 2021: % less safe",58,pct,,chart,N,,
C1_2_southern_africa_diff,13,Chart 1.2,"Feel safe compared with five years ago, Southern Africa: 'less safe' difference 2019 to 2021 (points)",6,pct,,chart,N,,The report computes differences from the rounded percentages.
C1_2_southern_asia_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Southern Asia, 2019: % more safe",36,pct,,chart,N,,
C1_2_southern_asia_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Southern Asia, 2019: % about as safe",31,pct,,chart,N,,
C1_2_southern_asia_2019_less,13,Chart 1.2,"Feel safe compared with five years ago, Southern Asia, 2019: % less safe",29,pct,,chart,N,,
C1_2_southern_asia_2021_more,13,Chart 1.2,"Feel safe compared with five years ago, Southern Asia, 2021: % more safe",36,pct,,chart,N,,
C1_2_southern_asia_2021_same,13,Chart 1.2,"Feel safe compared with five years ago, Southern Asia, 2021: % about as safe",29,pct,,chart,N,,
C1_2_southern_asia_2021_less,13,Chart 1.2,"Feel safe compared with five years ago, Southern Asia, 2021: % less safe",33,pct,,chart,N,,
C1_2_southern_asia_diff,13,Chart 1.2,"Feel safe compared with five years ago, Southern Asia: 'less safe' difference 2019 to 2021 (points)",4,pct,,chart,N,,The report computes differences from the rounded percentages.
C1_2_eastern_africa_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Africa, 2019: % more safe",34,pct,,chart,N,,
C1_2_eastern_africa_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Africa, 2019: % about as safe",19,pct,,chart,N,,
C1_2_eastern_africa_2019_less,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Africa, 2019: % less safe",44,pct,,chart,N,,
C1_2_eastern_africa_2021_more,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Africa, 2021: % more safe",29,pct,,chart,N,,
C1_2_eastern_africa_2021_same,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Africa, 2021: % about as safe",20,pct,,chart,N,,
C1_2_eastern_africa_2021_less,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Africa, 2021: % less safe",48,pct,,chart,N,,
C1_2_eastern_africa_diff,13,Chart 1.2,"Feel safe compared with five years ago, Eastern Africa: 'less safe' difference 2019 to 2021 (points)",4,pct,,chart,N,,The report computes differences from the rounded percentages.
C1_2_middle_east_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Middle East, 2019: % more safe",31,pct,,chart,N,,
C1_2_middle_east_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Middle East, 2019: % about as safe",39,pct,,chart,N,,
C1_2_middle_east_2019_less,13,Chart 1.2,"Feel safe compared with five years ago, Middle East, 2019: % less safe",29,pct,,chart,N,,
C1_2_middle_east_2021_more,13,Chart 1.2,"Feel safe compared with five years ago, Middle East, 2021: % more safe",31,pct,,chart,N,,
C1_2_middle_east_2021_same,13,Chart 1.2,"Feel safe compared with five years ago, Middle East, 2021: % about as safe",36,pct,,chart,N,,
C1_2_middle_east_2021_less,13,Chart 1.2,"Feel safe compared with five years ago, Middle East, 2021: % less safe",33,pct,,chart,N,,
C1_2_middle_east_diff,13,Chart 1.2,"Feel safe compared with five years ago, Middle East: 'less safe' difference 2019 to 2021 (points)",4,pct,,chart,N,,The report computes differences from the rounded percentages.
C1_2_central_asia_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Central Asia, 2019: % more safe",35,pct,,chart,N,,
C1_2_central_asia_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Central Asia, 2019: % about as safe",41,pct,,chart,N,,
C1_2_central_asia_2019_less,13,Chart 1.2,"Feel safe compared with five years ago, Central Asia, 2019: % less safe",20,pct,,chart,N,,
C1_2_central_asia_2021_more,13,Chart 1.2,"Feel safe compared with five years ago, Central Asia, 2021: % more safe",34,pct,,chart,N,,
C1_2_central_asia_2021_same,13,Chart 1.2,"Feel safe compared with five years ago, Central Asia, 2021: % about as safe",45,pct,,chart,N,,
C1_2_central_asia_2021_less,13,Chart 1.2,"Feel safe compared with five years ago, Central Asia, 2021: % less safe",19,pct,,chart,N,,
C1_2_central_asia_diff,13,Chart 1.2,"Feel safe compared with five years ago, Central Asia: 'less safe' difference 2019 to 2021 (points)",-1,pct,,chart,N,,The report computes differences from the rounded percentages.
C1_2_southern_europe_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Southern Europe, 2019: % more safe",12,pct,,chart,N,,
C1_2_southern_europe_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Southern Europe, 2019: % about as safe",56,pct,,chart,N,,
C1_2_southern_europe_2019_less,13,Chart 1.2,"Feel safe compared with five years ago, Southern Europe, 2019: % less safe",31,pct,,chart,N,,
C1_2_southern_europe_2021_more,13,Chart 1.2,"Feel safe compared with five years ago, Southern Europe, 2021: % more safe",17,pct,,chart,N,,
C1_2_southern_europe_2021_same,13,Chart 1.2,"Feel safe compared with five years ago, Southern Europe, 2021: % about as safe",53,pct,,chart,N,,
C1_2_southern_europe_2021_less,13,Chart 1.2,"Feel safe compared with five years ago, Southern Europe, 2021: % less safe",30,pct,,chart,N,,
C1_2_southern_europe_diff,13,Chart 1.2,"Feel safe compared with five years ago, Southern Europe: 'less safe' difference 2019 to 2021 (points)",-1,pct,,chart,N,,The report computes differences from the rounded percentages.
C1_2_latin_america_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Latin America & Caribbean, 2019: % more safe",22,pct,,chart,N,,
C1_2_latin_america_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Latin America & Caribbean, 2019: % about as safe",25,pct,,chart,N,,
C1_2_latin_america_2019_less,13,Chart 1.2,"Feel safe compared with five years ago, Latin America & Caribbean, 2019: % less safe",52,pct,,chart,N,,
C1_2_latin_america_2021_more,13,Chart 1.2,"Feel safe compared with five years ago, Latin America & Caribbean, 2021: % more safe",26,pct,,chart,N,,
C1_2_latin_america_2021_same,13,Chart 1.2,"Feel safe compared with five years ago, Latin America & Caribbean, 2021: % about as safe",25,pct,,chart,N,,
C1_2_latin_america_2021_less,13,Chart 1.2,"Feel safe compared with five years ago, Latin America & Caribbean, 2021: % less safe",49,pct,,chart,N,,
C1_2_latin_america_diff,13,Chart 1.2,"Feel safe compared with five years ago, Latin America & Caribbean: 'less safe' difference 2019 to 2021 (points)",-3,pct,,chart,N,,The report computes differences from the rounded percentages.
C1_2_northern_western_europe_2019_more,13,Chart 1.2,"Feel safe compared with five years ago, Northern/Western Europe, 2019: % more safe",11,pct,,chart,N,,
C1_2_northern_western_europe_2019_same,13,Chart 1.2,"Feel safe compared with five years ago, Northern/Western Europe, 2019: % about as safe",60,pct,,chart,N,,
