finding_id,page,section,description,published_value,unit,tolerance,source,requires_gallup,gallup_items,note
C1_2_cw_africa_2025,3,Chart 1.2,"Central/Western Africa: % naming road-related accidents as top risk, 2025",17,pct,,chart,N,,
C1_2_eastern_asia_2021,3,Chart 1.2,"Eastern Asia: % naming road-related accidents as top risk, 2021",25,pct,,chart,N,,Countries surveyed in 2025. China was not asked this question in 2021.
C1_2_eastern_asia_2023,3,Chart 1.2,"Eastern Asia: % naming road-related accidents as top risk, 2023",11,pct,,chart,N,,Countries surveyed in 2025.
C1_2_eastern_asia_2025,3,Chart 1.2,"Eastern Asia: % naming road-related accidents as top risk, 2025",15,pct,,chart,N,,
C1_2_middle_east_2021,3,Chart 1.2,"Middle East: % naming road-related accidents as top risk, 2021",13,pct,,chart,N,,Countries surveyed in 2025.
C1_2_middle_east_2023,3,Chart 1.2,"Middle East: % naming road-related accidents as top risk, 2023",14,pct,,chart,N,,Countries surveyed in 2025.
C1_2_middle_east_2025,3,Chart 1.2,"Middle East: % naming road-related accidents as top risk, 2025",15,pct,,chart,N,,
C1_2_latam_2021,3,Chart 1.2,"Latin America and the Caribbean: % naming road-related accidents as top risk, 2021",10,pct,,chart,N,,Countries surveyed in 2025.
C1_2_latam_2023,3,Chart 1.2,"Latin America and the Caribbean: % naming road-related accidents as top risk, 2023",10,pct,,chart,N,,Countries surveyed in 2025.
C1_2_latam_2025,3,Chart 1.2,"Latin America and the Caribbean: % naming road-related accidents as top risk, 2025",12,pct,,chart,N,,
C1_2_north_africa_2021,3,Chart 1.2,"Northern Africa: % naming road-related accidents as top risk, 2021",6,pct,,chart,N,,Countries surveyed in 2025.
C1_2_north_africa_2023,3,Chart 1.2,"Northern Africa: % naming road-related accidents as top risk, 2023",9,pct,,chart,N,,Countries surveyed in 2025.
C1_2_north_africa_2025,3,Chart 1.2,"Northern Africa: % naming road-related accidents as top risk, 2025",11,pct,,chart,N,,
C1_2_southern_asia_2021,3,Chart 1.2,"Southern Asia: % naming road-related accidents as top risk, 2021",9,pct,,chart,N,,Countries surveyed in 2025.
C1_2_southern_asia_2023,3,Chart 1.2,"Southern Asia: % naming road-related accidents as top risk, 2023",22,pct,,chart,N,,Countries surveyed in 2025.
C1_2_southern_asia_2025,3,Chart 1.2,"Southern Asia: % naming road-related accidents as top risk, 2025",9,pct,,chart,N,,
C1_2_eastern_europe_2021,3,Chart 1.2,"Eastern Europe: % naming road-related accidents as top risk, 2021",13,pct,,chart,N,,Countries surveyed in 2025.
C1_2_eastern_europe_2023,3,Chart 1.2,"Eastern Europe: % naming road-related accidents as top risk, 2023",8,pct,,chart,N,,Countries surveyed in 2025.
C1_2_eastern_europe_2025,3,Chart 1.2,"Eastern Europe: % naming road-related accidents as top risk, 2025",9,pct,,chart,N,,
C1_2_east_africa_2021,3,Chart 1.2,"Eastern Africa: % naming road-related accidents as top risk, 2021",7,pct,,chart,N,,Countries surveyed in 2025.
C1_2_east_africa_2023,3,Chart 1.2,"Eastern Africa: % naming road-related accidents as top risk, 2023",9,pct,,chart,N,,Countries surveyed in 2025.
C1_2_east_africa_2025,3,Chart 1.2,"Eastern Africa: % naming road-related accidents as top risk, 2025",8,pct,,chart,N,,
C1_2_central_asia_2021,3,Chart 1.2,"Central Asia: % naming road-related accidents as top risk, 2021",5,pct,,chart,N,,Countries surveyed in 2025.
C1_2_central_asia_2023,3,Chart 1.2,"Central Asia: % naming road-related accidents as top risk, 2023",7,pct,,chart,N,,Countries surveyed in 2025.
C1_2_central_asia_2025,3,Chart 1.2,"Central Asia: % naming road-related accidents as top risk, 2025",8,pct,,chart,N,,
C1_2_southern_africa_2021,3,Chart 1.2,"Southern Africa: % naming road-related accidents as top risk, 2021",7,pct,,chart,N,,Countries surveyed in 2025.
C1_2_southern_africa_2023,3,Chart 1.2,"Southern Africa: % naming road-related accidents as top risk, 2023",6,pct,,chart,N,,Countries surveyed in 2025.
C1_2_southern_africa_2025,3,Chart 1.2,"Southern Africa: % naming road-related accidents as top risk, 2025",6,pct,,chart,N,,
T1_1_anz_1,4,Table 1.1,"Australia and New Zealand: % naming the top risk, 2025",33,pct,,table,N,,
T1_1_anz_1_risk,4,Table 1.1,"Australia and New Zealand: top risk to safety, 2025",Road-related accidents,text,,table,N,,
T1_1_anz_2,4,Table 1.1,"Australia and New Zealand: % naming the second risk, 2025",21,pct,,table,N,,
T1_1_anz_2_risk,4,Table 1.1,"Australia and New Zealand: second risk to safety, 2025",Crime/violence,text,,table,N,,
T1_1_anz_3,4,Table 1.1,"Australia and New Zealand: % naming the third risk, 2025",10,pct,,table,N,,
T1_1_anz_3_risk,4,Table 1.1,"Australia and New Zealand: third risk to safety, 2025",Mental health,text,,table,N,,
T1_1_central_asia_1,4,Table 1.1,"Central Asia: % naming the top risk, 2025",21,pct,,table,N,,'Don't know' is don't know plus refused. 
T1_1_central_asia_1_risk,4,Table 1.1,"Central Asia: top risk to safety, 2025",Don't know,text,,table,N,,
T1_1_central_asia_2,4,Table 1.1,"Central Asia: % naming the second risk, 2025",17,pct,,table,N,,
T1_1_central_asia_2_risk,4,Table 1.1,"Central Asia: second risk to safety, 2025",Personal health,text,,table,N,,
T1_1_central_asia_3,4,Table 1.1,"Central Asia: % naming the third risk, 2025",14,pct,,table,N,,
T1_1_central_asia_3_risk,4,Table 1.1,"Central Asia: third risk to safety, 2025",Nothing,text,,table,N,,
T1_1_eastern_asia_1,4,Table 1.1,"Eastern Asia: % naming the top risk, 2025",18,pct,,table,N,,
T1_1_eastern_asia_1_risk,4,Table 1.1,"Eastern Asia: top risk to safety, 2025",Climate change/severe weather,text,,table,N,,Printed as 'Environment - climate change/severe weather' (WP22331 code 19).
T1_1_eastern_asia_2,4,Table 1.1,"Eastern Asia: % naming the second risk, 2025",15,pct,,table,N,,
T1_1_eastern_asia_2_risk,4,Table 1.1,"Eastern Asia: second risk to safety, 2025",Road-related accidents,text,,table,N,,
T1_1_eastern_asia_3,4,Table 1.1,"Eastern Asia: % naming the third risk, 2025",11,pct,,table,N,,
T1_1_eastern_asia_3_risk,4,Table 1.1,"Eastern Asia: third risk to safety, 2025",Economy,text,,table,N,,
T1_1_southeastern_asia_1,4,Table 1.1,"Southeastern Asia: % naming the top risk, 2025",22,pct,,table,N,,
T1_1_southeastern_asia_1_risk,4,Table 1.1,"Southeastern Asia: top risk to safety, 2025",Road-related accidents,text,,table,N,,
T1_1_southeastern_asia_2,4,Table 1.1,"Southeastern Asia: % naming the second risk, 2025",17,pct,,table,N,,
T1_1_southeastern_asia_2_risk,4,Table 1.1,"Southeastern Asia: second risk to safety, 2025",Personal health,text,,table,N,,
T1_1_southeastern_asia_3,4,Table 1.1,"Southeastern Asia: % naming the third risk, 2025",12,pct,,table,N,,'Don't know' is don't know plus refused. 
T1_1_southeastern_asia_3_risk,4,Table 1.1,"Southeastern Asia: third risk to safety, 2025",Don't know,text,,table,N,,
T1_1_southern_asia_1,4,Table 1.1,"Southern Asia: % naming the top risk, 2025",32,pct,,table,N,,'Don't know' is don't know plus refused. 
T1_1_southern_asia_1_risk,4,Table 1.1,"Southern Asia: top risk to safety, 2025",Don't know,text,,table,N,,
T1_1_southern_asia_2,4,Table 1.1,"Southern Asia: % naming the second risk, 2025",15,pct,,table,N,,
T1_1_southern_asia_2_risk,4,Table 1.1,"Southern Asia: second risk to safety, 2025",Economy,text,,table,N,,
T1_1_southern_asia_3,4,Table 1.1,"Southern Asia: % naming the third risk, 2025",9,pct,,table,N,,Tied: value of the first of the tied categories.
T1_1_southern_asia_3_risk,4,Table 1.1,"Southern Asia: third risk to safety, 2025","Personal health, Road-related accidents",text,,table,N,,Tied categories are listed alphabetically here.
T1_1_cw_africa_1,4,Table 1.1,"Central/Western Africa: % naming the top risk, 2025",17,pct,,table,N,,
T1_1_cw_africa_1_risk,4,Table 1.1,"Central/Western Africa: top risk to safety, 2025",Road-related accidents,text,,table,N,,
T1_1_cw_africa_2,4,Table 1.1,"Central/Western Africa: % naming the second risk, 2025",15,pct,,table,N,,
T1_1_cw_africa_2_risk,4,Table 1.1,"Central/Western Africa: second risk to safety, 2025",Personal health,text,,table,N,,
T1_1_cw_africa_3,4,Table 1.1,"Central/Western Africa: % naming the third risk, 2025",12,pct,,table,N,,
T1_1_cw_africa_3_risk,4,Table 1.1,"Central/Western Africa: third risk to safety, 2025",Crime/violence,text,,table,N,,
T1_1_east_africa_1,4,Table 1.1,"Eastern Africa: % naming the top risk, 2025",15,pct,,table,N,,
T1_1_east_africa_1_risk,4,Table 1.1,"Eastern Africa: top risk to safety, 2025",Crime/violence,text,,table,N,,
T1_1_east_africa_2,4,Table 1.1,"Eastern Africa: % naming the second risk, 2025",14,pct,,table,N,,
T1_1_east_africa_2_risk,4,Table 1.1,"Eastern Africa: second risk to safety, 2025",Personal health,text,,table,N,,
T1_1_east_africa_3,4,Table 1.1,"Eastern Africa: % naming the third risk, 2025",11,pct,,table,N,,
T1_1_east_africa_3_risk,4,Table 1.1,"Eastern Africa: third risk to safety, 2025",Economy,text,,table,N,,
T1_1_southern_africa_1,4,Table 1.1,"Southern Africa: % naming the top risk, 2025",35,pct,,table,N,,
T1_1_southern_africa_1_risk,4,Table 1.1,"Southern Africa: top risk to safety, 2025",Crime/violence,text,,table,N,,
T1_1_southern_africa_2,4,Table 1.1,"Southern Africa: % naming the second risk, 2025",21,pct,,table,N,,'Don't know' is don't know plus refused. 
T1_1_southern_africa_2_risk,4,Table 1.1,"Southern Africa: second risk to safety, 2025",Don't know,text,,table,N,,
T1_1_southern_africa_3,4,Table 1.1,"Southern Africa: % naming the third risk, 2025",7,pct,,table,N,,Tied: value of the first of the tied categories.
T1_1_southern_africa_3_risk,4,Table 1.1,"Southern Africa: third risk to safety, 2025","Nothing, Other",text,,table,N,,Tied categories are listed alphabetically here.
T1_1_north_africa_1,4,Table 1.1,"Northern Africa: % naming the top risk, 2025",17,pct,,table,N,,
T1_1_north_africa_1_risk,4,Table 1.1,"Northern Africa: top risk to safety, 2025",Personal health,text,,table,N,,
T1_1_north_africa_2,4,Table 1.1,"Northern Africa: % naming the second risk, 2025",13,pct,,table,N,,'Don't know' is don't know plus refused. Tied: value of the first of the tied categories.
T1_1_north_africa_2_risk,4,Table 1.1,"Northern Africa: second risk to safety, 2025","Don't know, Economy",text,,table,N,,Tied categories are listed alphabetically here.
T1_1_north_africa_3,4,Table 1.1,"Northern Africa: % naming the third risk, 2025",11,pct,,table,N,,Tied: value of the first of the tied categories.
T1_1_north_africa_3_risk,4,Table 1.1,"Northern Africa: third risk to safety, 2025","Crime/violence, Road-related accidents",text,,table,N,,Tied categories are listed alphabetically here.
T1_1_middle_east_1,4,Table 1.1,"Middle East: % naming the top risk, 2025",18,pct,,table,N,,'Don't know' is don't know plus refused. 
T1_1_middle_east_1_risk,4,Table 1.1,"Middle East: top risk to safety, 2025",Don't know,text,,table,N,,
T1_1_middle_east_2,4,Table 1.1,"Middle East: % naming the second risk, 2025",15,pct,,table,N,,
T1_1_middle_east_2_risk,4,Table 1.1,"Middle East: second risk to safety, 2025",Road-related accidents,text,,table,N,,
T1_1_middle_east_3,4,Table 1.1,"Middle East: % naming the third risk, 2025",14,pct,,table,N,,
T1_1_middle_east_3_risk,4,Table 1.1,"Middle East: third risk to safety, 2025",Nothing,text,,table,N,,
T1_1_eastern_europe_1,4,Table 1.1,"Eastern Europe: % naming the top risk, 2025",23,pct,,table,N,,
T1_1_eastern_europe_1_risk,4,Table 1.1,"Eastern Europe: top risk to safety, 2025",War/terrorism,text,,table,N,,
T1_1_eastern_europe_2,4,Table 1.1,"Eastern Europe: % naming the second risk, 2025",18,pct,,table,N,,'Don't know' is don't know plus refused. 
T1_1_eastern_europe_2_risk,4,Table 1.1,"Eastern Europe: second risk to safety, 2025",Don't know,text,,table,N,,
T1_1_eastern_europe_3,4,Table 1.1,"Eastern Europe: % naming the third risk, 2025",12,pct,,table,N,,
T1_1_eastern_europe_3_risk,4,Table 1.1,"Eastern Europe: third risk to safety, 2025",Personal health,text,,table,N,,
T1_1_nw_europe_1,4,Table 1.1,"Northern/Western Europe: % naming the top risk, 2025",19,pct,,table,N,,
T1_1_nw_europe_1_risk,4,Table 1.1,"Northern/Western Europe: top risk to safety, 2025",Road-related accidents,text,,table,N,,
T1_1_nw_europe_2,4,Table 1.1,"Northern/Western Europe: % naming the second risk, 2025",11,pct,,table,N,,
T1_1_nw_europe_2_risk,4,Table 1.1,"Northern/Western Europe: second risk to safety, 2025",Crime/violence,text,,table,N,,
T1_1_nw_europe_3,4,Table 1.1,"Northern/Western Europe: % naming the third risk, 2025",10,pct,,table,N,,
T1_1_nw_europe_3_risk,4,Table 1.1,"Northern/Western Europe: third risk to safety, 2025",Personal health,text,,table,N,,
T1_1_southern_europe_1,4,Table 1.1,"Southern Europe: % naming the top risk, 2025",20,pct,,table,N,,
T1_1_southern_europe_1_risk,4,Table 1.1,"Southern Europe: top risk to safety, 2025",Road-related accidents,text,,table,N,,
T1_1_southern_europe_2,4,Table 1.1,"Southern Europe: % naming the second risk, 2025",12,pct,,table,N,,Tied: value of the first of the tied categories.
T1_1_southern_europe_2_risk,4,Table 1.1,"Southern Europe: second risk to safety, 2025","Crime/violence, Personal health",text,,table,N,,Tied categories are listed alphabetically here.
T1_1_southern_europe_3,4,Table 1.1,"Southern Europe: % naming the third risk, 2025",8,pct,,table,N,,
T1_1_southern_europe_3_risk,4,Table 1.1,"Southern Europe: third risk to safety, 2025",Economy,text,,table,N,,
T1_1_latam_1,4,Table 1.1,"Latin America and the Caribbean: % naming the top risk, 2025",35,pct,,table,N,,
T1_1_latam_1_risk,4,Table 1.1,"Latin America and the Caribbean: top risk to safety, 2025",Crime/violence,text,,table,N,,
T1_1_latam_2,4,Table 1.1,"Latin America and the Caribbean: % naming the second risk, 2025",24,pct,,table,N,,'Don't know' is don't know plus refused. 
