position,variable,label,block,type,n_valid,n_missing,min,max,mean,value_labels,derivation
28,experience_score_self,"Experience score, 5 common items, personally experienced, 0-1",harmonised,numeric,122669,3242,0.0,1.0,0.07667,,"Counts personally experienced and both, excluding knows someone who has. Comparable 2021-2025 and consistent with the published wave 3 experience index. Against 2019 it drops sharply, because the added knows-someone option pulls self-reports out of the personal category."
29,experience_score_core7,"Experience score, 7 items, any experience, 0-1 (comparable 2021-2025)",harmonised,numeric,121815,4096,0.0,1.0,0.22954,,As experience_score plus harm from traffic accidents and from work. All seven items must be answered.
30,experience_index_published,Experience index as published by LRF for this wave,harmonised,numeric,121815,4096,-0.004189,0.995811,0.231118,,Experienced.Index as published for wave 2 (from trend_wrp_21_OLD.sav).
31,worry_exp_gap,worry_score minus experience_score,harmonised,numeric,118883,7028,-1.0,1.0,0.210753,,"worry_score minus experience_score, both on the five common items."
32,resilience_index,"Resilience Index, 0-1",harmonised,numeric,121226,4685,0.0,1.0,0.570302,,"resilience_index from trended_wrp.sav, which recomputes the wave 2 index consistently with wave 3. Where that file has no row (505 Jamaica cases) the wave 2 release value is used. The two agree exactly for 98.7% of cases; they differ only in Vietnam and Myanmar, where the question wording differs."
33,resilience_index_100,"Resilience Index, 0-100",harmonised,numeric,121226,4685,0.0,100.0,57.030191,,resilience_index multiplied by 100.
34,resilience_idv,"Resilience: individual dimension, 0-1",harmonised,numeric,125324,587,0.0,1.0,0.535225,,"resilience_idv_0_100_scale from trended_wrp.sav, divided by 100. Missing for the 505 Jamaica cases absent from that file."
35,resilience_hhl,"Resilience: household dimension, 0-1",harmonised,numeric,125395,516,0.0,1.0,0.572404,,"resilience_hhl_0_100_scale from trended_wrp.sav, divided by 100. Missing for the 505 Jamaica cases absent from that file."
36,resilience_com,"Resilience: community dimension, 0-1",harmonised,numeric,125401,510,0.0,1.0,0.583531,,"resilience_com_0_100_scale from trended_wrp.sav, divided by 100. Missing for the 505 Jamaica cases absent from that file."
37,resilience_soc,"Resilience: society dimension, 0-1",harmonised,numeric,120835,5076,0.0,1.0,0.601372,,"resilience_soc_0_100_scale from trended_wrp.sav, divided by 100. Missing for the 505 Jamaica cases absent from that file."
38,IncomeFeelings,Feelings About Household Income,wave-specific,numeric,125911,0,1.0,6.0,,1 = Living comfortably on present income | 2 = Getting by on present income | 3 = Finding it difficult on present income | 4 = Finding it very difficult on present income | 5 = (DK) | 6 = (Refused),As supplied in the source file for this wave.
39,REG_GLOBAL,Global Region,wave-specific,numeric,125911,0,1.0,12.0,,1 = European Union | 3 = Europe-Other | 4 = Commonwealth of Independent States | 5 = Australia-New Zealand | 6 = Southeast Asia | 7 = South Asia | 8 = East Asia | 9 = Latin America and the Caribbean | 10 = Northern America | 11 = Middle East and North Africa | 12 = Sub-Saharan Africa,As supplied in the source file for this wave.
40,REG2_GLOBAL,Region 2 Global,wave-specific,numeric,125911,0,1.0,6.0,,1 = Europe | 2 = Former Soviet Union | 3 = Asia | 4 = Americas | 5 = Middle East and North Africa | 6 = Sub-Saharan Africa,As supplied in the source file for this wave.
41,REGION_AFG,Region Afghanistan,wave-specific,numeric,1000,124911,1.0,33.0,,1 = Badakhstan | 2 = Badghis | 3 = Baghlan | 4 = Balkh | 5 = Bamyan | 6 = Daikondi | 7 = Farah | 8 = Faryab | 9 = Ghazni | 10 = Ghor | 11 = Helmand | 12 = Herat | 13 = Jowzjan | 14 = Kabul | 15 = Kandahar | 16 = Kapisa | 17 = Khost | 18 = Konar | 19 = Kunduz | 20 = Laghman | 21 = Logar | 22 = Nangarhar | 23 = Nimruz | 24 = Nurestan | 25 = Paktia | 26 = Paktika | 27 = Panjshir | 28 = Parwan | 29 = Samangan | 30 = Sar-e Pol | 31 = Takhar | 32 = Uruzgan | 33 = Wardak | 34 = Zabul,As supplied in the source file for this wave.
42,REGION_ALB,Region Albania,wave-specific,numeric,1000,124911,1.0,36.0,,1 = Berat | 2 = Bulqize | 3 = Delvine | 4 = Devoll | 5 = Diber | 6 = Durres | 7 = Elbasan | 8 = Fier | 9 = Gjirokaster | 10 = Gramsh | 11 = Has | 12 = Kavaje | 13 = Kolonje | 14 = Korce | 15 = Kruje | 16 = Kucove | 17 = Kukes | 18 = Kurbin | 19 = Lezhe | 20 = Librazhd | 21 = Lushnje | 22 = Malesi e Madhe | 23 = Mallakaster | 24 = Mat | 25 = Mirdite | 26 = Peqin | 27 = Permet | 28 = Pogradec | 29 = Puke | 30 = Sarande | 31 = Shkoder | 32 = Skrapar | 33 = Tepelene | 34 = Tirana | 35 = Tropoje | 36 = Vlore | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
43,REGION_ARG,Region Argentina,wave-specific,numeric,1001,124910,1.0,24.0,,1 = Capital Federal | 2 = Buenos Aires | 3 = Catamarca | 4 = Chaco | 5 = Chubut | 6 = Cordoba | 7 = Corrientes | 8 = Entre Ríos | 9 = Formosa | 10 = Jujuy | 11 = La Pampa | 12 = La Rioja | 13 = Mendoza | 14 = Misiones | 15 = Neuquen | 16 = Río Negro | 17 = Salta | 18 = San Juan | 19 = San Luis | 20 = Santa Cruz | 21 = Santa Fe | 22 = Santiago del Estero | 23 = Tierra del Fuego | 24 = Tucumán | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
44,REGION_ARM,Region Armenia,wave-specific,numeric,1002,124909,1.0,11.0,,1 = Yerevan | 2 = Aragatsotn | 3 = Ararat | 4 = Armavir | 5 = Gegharkunik | 6 = Lori | 7 = Kotayk | 8 = Shirak | 9 = Syunik | 10 = Vayots Dzor | 11 = Tavush,As supplied in the source file for this wave.
45,REGION_BEN,Region Benin,wave-specific,numeric,1000,124911,1.0,77.0,,1 = Banikoara | 2 = Gogounou | 3 = Kandi | 4 = Karimama | 5 = Malanville | 6 = Segbana | 7 = Boukoumbe | 8 = Cobly | 9 = Kerou | 10 = Kouande | 11 = Materi | 12 = Natitingou | 13 = Pehunko | 14 = Tanguieta | 15 = Toucountouna | 16 = Abomey-Calavi | 17 = Allada | 18 = Kpomasse | 19 = Ouidah | 20 = So-Ava | 21 = Toffo | 22 = Tori-Bossito | 23 = Ze | 24 = Bembereke | 25 = Kalale | 26 = N Dali | 27 = Nikki | 28 = Parakou | 29 = Perere | 30 = Sinende | 31 = Tchaourou | 32 = Bante | 33 = Dassa-Zoume | 34 = Glazoue | 35 = Ouesse | 36 = Savalou | 37 = Save | 38 = Bassila | 39 = Copargo | 40 = Djougou | 41 = Ouake | 42 = Aplahoue | 43 = Djakotomey | 44 = Klouekanme | 45 = Lalo | 46 = Toviklin | 47 = Cotonou | 48 = Athieme | 49 = Bopa | 50 = Come | 51 = Grand-Popo | 52 = Houeyogbe | 53 = Lokossa | 54 = Adjarra | 55 = Adjohoun | 56 = Aguegues | 57 = Akpro-Misserete | 58 = Avrankou | 59 = Bonou | 60 = Dangbo | 61 = Porto Novo | 62 = Seme-Kpodji | 63 = Ifangni | 64 = Adja-Ouere | 65 = Ketou | 66 = Pobe | 67 = Sakete | 68 = Abomey | 69 = Agbangnizoun | 70 = Bohicon | 71 = Cove | 72 = Djidja | 73 = Ouinhi | 74 = Za-Kpota | 75 = Zangnanado | 76 = Zogbodomey | 77 = Dogbo | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
46,REGION_BFA,Region Burkina Faso,wave-specific,numeric,1000,124911,1.0,45.0,,1 = Bale | 2 = Bam | 3 = Banwa | 4 = Bazega | 5 = Bougouriba | 6 = Boulgou | 7 = Boulkiemde | 8 = Comoe | 9 = Ganzourgou | 10 = Gnagna | 11 = Gourma | 12 = Houet | 13 = Ioba | 14 = Kadiogo | 15 = Kenedougou | 16 = Komandjoari | 17 = Kompienga | 18 = Kossi | 19 = Koulpelogo | 20 = Kouritenga | 21 = Kourweogo | 22 = Leraba | 23 = Loroum | 24 = Mouhoun | 25 = Nahouri | 26 = Namentenga | 27 = Nayala | 28 = Noumbiel | 29 = Oubritenga | 30 = Oudalan | 31 = Passore | 32 = Poni | 33 = Sanguie | 34 = Sanmatenga | 35 = Seno | 36 = Sissili | 37 = Soum | 38 = Sourou | 39 = Tapoa | 40 = Tuy | 41 = Yagha | 42 = Yatenga | 43 = Ziro | 44 = Zondoma | 45 = Zoundweogo | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
47,REGION_BGR,Region Bulgaria,wave-specific,numeric,1008,124903,1.0,99.0,,1 = Blagoevgrad | 2 = Burgas | 3 = Varna | 4 = Veliko Tyrnovo | 5 = Vidin | 6 = Vraca | 7 = Gabrovo | 8 = Dobrich | 9 = Kyrdzhali | 10 = Kiustendil | 11 = Lovech | 12 = Montana | 13 = Pazardzhik | 14 = Pernik | 15 = Pleven | 16 = Plovdiv | 17 = Razgrad | 18 = Ruse | 19 = Silistra | 20 = Sliven | 21 = Smolian | 22 = Sofiia-grad | 23 = Sofiia-region | 24 = Stara Zagora | 25 = Tyrgovishte | 26 = Haskovo | 27 = Shumen | 28 = Iambol | 97 = (Respondent does not live in Bulgaria) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
48,REGION_BIH,Region Bosnia and Herzegovina,wave-specific,numeric,1000,124911,1.0,99.0,,"1 = Bosnian Podrinje Canton (5), F B&H | 2 = Central Bosnia Canton (6), F B&H | 3 = Herzegovina-Neretva Canton (7), F B&H | 4 = Posavina Canton (2), F B&H | 5 = Sarajevo Canton (9), F B&H | 6 = Tuzla Canton (3), F B&H | 7 = Una-Sana Canton (1), F B&H | 8 = Canton 10 (West Bosnia) F B&H | 9 = West Herzegovina Canton (8), F B&H | 10 = Zenica-Doboj Canton (4), F B&H | 11 = RS West (Republika Srpska) | 12 = RS East (Republika Srpska) | 13 = RS South (Republika Srpska) | 14 = Brcko District | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
49,REGION_BLR,Region Belarus,wave-specific,numeric,0,125911,,,,1 = Minsk | 2 = Minsk oblast | 3 = Brest oblast | 4 = Vitebsk oblast | 5 = Gomel oblast | 6 = Grodno oblast | 7 = Mogilev oblast,As supplied in the source file for this wave.
50,REGION_BOL,Region Bolivia,wave-specific,numeric,1002,124909,101.0,303.0,,101 = Santa Cruz | 102 = Beni | 103 = Pando | 201 = Cochabamba | 202 = Chuquisaca | 203 = Tarija | 301 = La Paz | 302 = Oruro | 303 = Potosí | 998 = (DK) | 999 = (Refused),As supplied in the source file for this wave.
51,REGION_BRA,Region Brazil,wave-specific,numeric,1004,124907,13.0,99.0,,11 = Roraima | 13 = Amazonas | 15 = Pará | 17 = Tocantins | 21 = Maranhão | 22 = Piauí | 23 = Ceará | 24 = Rio Grande do Norte | 25 = Paraíba | 26 = Pernambuco | 27 = Alagoas | 28 = Sergipe | 29 = Bahia | 31 = Minas Gerais | 33 = Rio de Janeiro | 35 = São Paulo | 41 = Paraná | 42 = Santa Catarina | 43 = Rio Grande do Sul | 50 = Mato Grosso do Sul | 51 = Mato Grosso | 52 = Goiás | 53 = Distrito Federal | 54 = Espirito Santo | 55 = Amapá | 56 = Rondonia | 57 = Acre | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
52,REGION_BWA,Region Botswana,wave-specific,numeric,0,125911,,,,1 = Mmathubudukwane | 2 = Mochudi | 3 = Ramotswa | 4 = Tlokweng | 5 = Gaborone | 6 = Hukuntsi | 7 = Tshabong | 8 = Kang | 9 = Lethlakeng | 10 = Molepolole | 11 = Goodhope | 12 = Moshupa | 13 = Mabutsane | 14 = Kanye | 15 = Jwaneng | 16 = Charleshill | 17 = Ghanzi | 18 = Ngami | 19 = Okavango | 20 = Kasane | 21 = Bobirwa | 22 = Boteti | 23 = Mahalapye | 24 = Serowe/Palapye | 25 = Tutume | 26 = Tonota | 27 = Lerala | 28 = Sefhare | 29 = Paje | 30 = Shoshong | 31 = Sebina | 32 = Nata | 33 = Rakops | 34 = Mmadinare | 35 = Mmaphashalala | 36 = Mogorosi | 37 = Francistown | 38 = North East,As supplied in the source file for this wave.
53,REGION_CAM,Region Cameroon,wave-specific,numeric,1000,124911,1.0,12.0,,1 = Adamaoua | 2 = Centre | 3 = East | 4 = Extreme-North | 5 = Littoral | 6 = North | 7 = North-West | 8 = South | 9 = South-West | 10 = West | 11 = Douala | 12 = Yaounde,As supplied in the source file for this wave.
54,REGION_CAN,Region Canada,wave-specific,numeric,1010,124901,1.0,8.0,,1 = Atlantic | 2 = Montreal CMA | 3 = Rest of Quebec (excluding Montreal) | 4 = Toronto CMA | 5 = Rest of Ontario (excluding Toronto) | 6 = Prairies | 7 = Vancouver CMA | 8 = Rest of British Columbia (excluding Vancouver),As supplied in the source file for this wave.
55,REGION_COL,Region Colombia,wave-specific,numeric,1000,124911,5.0,102.0,,"5 = Antioquia | 8 = Atlántico | 11 = Bogotá, D.C. | 13 = Bolívar | 15 = Boyacá | 17 = Caldas | 18 = Caquetá | 19 = Cauca | 20 = Cesar | 23 = Córdoba | 25 = Cundinamarca | 41 = Huila | 44 = La Guajira | 47 = Magdalena | 50 = Meta | 52 = Nariño | 54 = Norte de Santander | 63 = Quindío | 66 = Risaralda | 68 = Santander | 70 = Sucre | 73 = Tolima | 76 = Valle del Cauca | 77 = Chocó | 81 = Arauca | 85 = Casanare | 86 = Putumayo | 91 = Amazonas | 97 = Vaupés | 99 = Vichada | 100 = Guainía | 101 = Guaviare | 102 = San Andrés y Providencia | 998 = (DK) | 999 = (Refused)",As supplied in the source file for this wave.
56,REGION_CZE,Region Czech Republic,wave-specific,numeric,1006,124905,1.0,99.0,,1 = The City of Prague | 2 = Central Bohemian Region | 3 = South Bohemian Region | 4 = Plzen Region | 5 = Karlovy Vary Region | 6 = Usti nad Labem Region | 7 = Liberec Region | 8 = Hradec Kralove Region | 9 = Pardubice Region | 10 = Vysocina Region | 11 = South Moravian Region | 12 = Olomouc Region | 13 = Zlin Region | 14 = Moravian-Silesian Region | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
57,REGION_DOM,Region Dominican Republic,wave-specific,numeric,1001,124910,1.0,32.0,,1 = DISTRITO NACIONAL | 2 = AZUA | 3 = BAHORUCO | 4 = BARAHONA | 5 = DAJABON | 6 = DUARTE | 7 = ELIAS PIÑA | 8 = EL SEIBO | 9 = ESPAILLAT | 10 = INDEPENDENCIA | 11 = LA ALTAGRACIA | 12 = LA ROMANA | 13 = LA VEGA | 14 = MARIA T. SANCHEZ | 15 = MONTECRISTI | 16 = PERDENALES | 17 = PERAVIA | 18 = PUERTO PLATA | 19 = HERMANAS MIRABAL (FORMERLY SALCEDO) | 20 = SAMANA | 21 = SAN CRISTOBAL | 22 = SAN JUAN | 23 = SAN PEDRO DE MACORIS | 24 = SANCHEZ RAMIREZ | 25 = SANTIAGO | 26 = SANTIAGO RODRIGUEZ | 27 = VALVERDE | 28 = MONSEÑOR NOUEL | 29 = MONTE PLATA | 30 = HATO MAYOR | 31 = SAN JOSE DE OCOA | 32 = SANTO DOMINGO | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
58,REGION_DZA,Region Algeria,wave-specific,numeric,1000,124911,1.0,99.0,,1 = Adrar | 2 = Chlef | 3 = Laghouat | 4 = Oum el-Bouaghi | 5 = Batna | 6 = Bejaia | 7 = Biskra | 8 = Bechar | 9 = Blida | 10 = Bouira | 11 = Tamanghasset | 12 = Tebessa | 13 = Tlemcen | 14 = Tiaret | 15 = Tizi Ouzou | 16 = Algiers | 17 = Djelfa | 18 = Jijel | 19 = Setif | 20 = Saida | 21 = Skikda | 22 = Sidi Bel Abbes | 23 = Annaba | 24 = Guelma | 25 = Constantine | 26 = Medea | 27 = Mostaganem | 28 = M Sila | 29 = Mascara | 30 = Ouargla | 31 = Oran | 32 = El Bayadh | 33 = Illizi | 34 = Bordj Bou Arreridj | 35 = Boumerdes | 36 = El Taref | 37 = Tindouf | 38 = Tissemsilt | 39 = El Oued | 40 = Khenchela | 41 = Souk Ahras | 42 = Tipasa | 43 = Mila | 44 = Ain Defla | 45 = Naama | 46 = Ain Temouchent | 47 = Ghardaia | 48 = Relizane | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
59,REGION_ECU,Region Ecuador,wave-specific,numeric,1001,124910,1.0,99.0,,1 = Azuay | 2 = Bolívar | 3 = Carchi | 4 = Cotopaxi | 5 = Chimborazo | 6 = El Oro | 7 = Esmeraldas | 8 = Guayas | 9 = Imbabura | 10 = Loja | 11 = Los Rios | 12 = Manabí | 13 = Morona Santiago | 14 = Napo | 15 = Orellana | 16 = Pichincha | 17 = Sucumbíos | 18 = Tungurahua | 19 = Zamora Chinchipe | 20 = Pastaza | 21 = Santa Elena | 22 = Santo Domingo de los Satchilas | 23 = Cañar | 24 = Galápagos | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
60,REGION_EGY,Region Egypt,wave-specific,numeric,1006,124905,1.0,22.0,,1 = Dakhalia | 2 = Faiyum | 3 = Sharqia | 4 = Aswan | 5 = Cairo | 6 = Ismailia | 7 = Menia | 8 = Alexandria | 9 = Gharbia | 10 = Sohag | 11 = Giza | 12 = Port Said | 13 = Suez | 14 = Damietta | 15 = Qalyubia | 16 = Kafr El-Sheikh | 17 = Monufia | 18 = Beheira | 19 = Beni-Suef | 20 = Asyut | 21 = Qena | 22 = Luxor | 23 = Matruh | 24 = Red Sea | 25 = New Valley | 26 = North Sinai | 27 = South Sinai | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
61,REGION_ESP,Region Spain,wave-specific,numeric,1000,124911,1.0,19.0,,1 = Galicia | 2 = Asturias | 3 = Cantabria | 4 = Basque Community | 5 = Navarre | 6 = La Rioja | 7 = Aragon | 8 = Madrid | 9 = Castile-Leon | 10 = Castile-La Mancha | 11 = Extremadura | 12 = Catalonia | 13 = Valencian Community | 14 = Balearic Islands | 15 = Andalusia | 16 = Region of Murcia | 17 = Ceuta | 18 = Melilla | 19 = Canary Islands | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
62,REGION_EST,Region Estonia,wave-specific,numeric,1006,124905,1.0,15.0,,1 = Harju | 2 = Hiiu | 3 = Ida-Viru | 4 = Jarva | 5 = Jogeva | 6 = Laane | 7 = Laane-Viru | 8 = Parnu | 9 = Polva | 10 = Rapla | 11 = Saare | 12 = Tartu | 13 = Valga | 14 = Viljandi | 15 = Voru | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
63,REGION_ETH,Region Ethiopia,wave-specific,numeric,0,125911,,,,1 = Addis Abeba | 2 = Afar | 3 = Amhara | 4 = Benishangul | 5 = Diredawa | 6 = Gambella | 7 = Harar | 8 = Oromia | 9 = Somali | 10 = Southern | 11 = Tigray | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
64,REGION_GHA,Region Ghana,wave-specific,numeric,1000,124911,1.0,10.0,,1 = ASHANTI | 2 = BRONG AHAFO | 3 = CENTRAL | 4 = EASTERN | 5 = GREATER ACCRA | 6 = NORTHERN | 7 = UPPER EAST | 8 = UPPER WEST | 9 = VOLTA | 10 = WESTERN | 98 = (DK) | 99 = (REFUSED),As supplied in the source file for this wave.
65,REGION_GMB,Region Gambia,wave-specific,numeric,0,125911,,,,1 = Kanifing | 2 = Kombo North | 3 = Kombo South | 4 = Kombo Central | 5 = Kombo East | 6 = Foni Bondali | 7 = Foni Brefet | 8 = Foni Kansala | 9 = Foni Bintang-Karenai | 10 = Foni Jarrol | 11 = Janjanbureh | 12 = Fulladu West | 13 = Niamina East | 14 = Niamina West | 15 = Niamina Dankunku | 16 = Lower Saloum | 17 = Upper Saloum | 18 = Nianija | 19 = Niani | 20 = Sami | 21 = Kiang Central | 22 = Kiang East | 23 = Kiang West | 24 = Jarra Central | 25 = Jarra East | 26 = Jarra West | 27 = Lower Niumi | 28 = Upper Niumi | 29 = Jokadu | 30 = Central Baddibu | 31 = Illiasa | 32 = Lower Baddibu | 33 = Sabach Sanjal | 34 = Kantora | 35 = Tumana | 36 = Basse Fulladu East | 37 = Jimara | 38 = Wuli West | 39 = Wuli East | 40 = Sandu | 41 = Banjul South | 42 = Banjul Central | 43 = Banjul North,As supplied in the source file for this wave.
66,REGION_GTM,Region Guatemala,wave-specific,numeric,0,125911,,,,1 = Guatemala | 2 = Huehuetenango | 3 = Alta Verapaz | 4 = Quiché | 5 = Izabal | 6 = El Progreso | 7 = Sacatepéquez | 8 = Chimaltenango | 9 = Escuintla | 10 = Santa Rosa | 11 = Sololá | 12 = Totonicapán | 13 = Quetzaltenango | 14 = Suchitepéquez | 15 = Retalhuleu | 16 = San Marcos | 17 = Baja Verapaz | 18 = Petén | 19 = Zacapa | 20 = Chiquimula | 21 = Jalapa | 22 = Jutiapa | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
67,REGION_GUI,Region Guinea,wave-specific,numeric,1000,124911,1.0,8.0,,1 = Conakry | 2 = Boke | 3 = Kindia | 4 = Labe | 5 = Mamou | 6 = Faranah | 7 = Kankan | 8 = Nzerekore | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
68,REGION_HND,Region Honduras,wave-specific,numeric,1005,124906,1.0,18.0,,1 = Atlántida | 2 = Choluteca | 3 = Colon | 4 = Comayagua | 5 = Copán | 6 = Cortés | 7 = El Paraíso | 8 = Francisco Morazán | 9 = Gracias a Dios | 10 = Intibucá | 11 = Isla de la Bahía | 12 = La Paz | 13 = Lempira | 14 = Ocotepeque | 15 = Olancho | 16 = Santa Bárbara | 17 = Valle | 18 = Yoro | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
