position,variable,label,block,type,n_valid,n_missing,min,max,mean,value_labels,derivation
14,AgeGroups4,Age - 4 bands,harmonised,numeric,143187,272,1.0,4.0,,1 = 15-29 | 2 = 30-49 | 3 = 50-64 | 4 = 65 and over,Derived from Age. Identical banding in all four waves.
15,AgeGroups5,Age - 5 bands,harmonised,numeric,143187,272,1.0,5.0,,1 = 15-24 | 2 = 25-34 | 3 = 35-49 | 4 = 50-64 | 5 = 65 and over,Derived from Age. Identical banding in all four waves.
16,Gender,Gender,harmonised,numeric,143459,0,1.0,2.0,,1 = Male | 2 = Female,As supplied.
17,Education,Education level,harmonised,numeric,143459,0,1.0,9.0,,1 = Primary or less (up to 8 years) | 2 = Secondary (9-15 years) | 3 = Tertiary (16 years or more) | 9 = DK/Refused,Codes 1-3 as supplied; don't know and refused collapsed to 9.
18,Urbanicity,Urban/rural - 6 categories,harmonised,numeric,143459,0,1.0,9.0,,1 = A rural area or on a farm | 2 = A small town or village | 3 = A large city | 6 = A suburb of a large city | 9 = DK/Refused,As supplied (6-category). Don't know and refused collapsed to 9.
19,Urbanicity2,Urban/rural - 2 categories,harmonised,numeric,143459,0,1.0,9.0,,1 = Rural area or small town | 2 = Large city or suburb | 9 = DK/Refused,"Collapsed from Urbanicity: rural area and small town to 1, large city and suburb to 2."
20,EMP_2010,Employment status,harmonised,numeric,143459,0,1.0,6.0,,"1 = Employed full time for an employer | 2 = Employed full time for self | 3 = Employed part time, does not want full time | 4 = Unemployed | 5 = Employed part time, wants full time | 6 = Out of workforce",As supplied.
21,INCOME_5,Per capita income quintile,harmonised,numeric,142459,1000,1.0,5.0,,1 = Poorest 20% | 2 = Second 20% | 3 = Middle 20% | 4 = Fourth 20% | 5 = Richest 20%,As supplied.
22,HouseholdSize,Household size (Household size as supplied in the wave 4 release),harmonised,numeric,142459,1000,1.0,4.0,,1 = 1-2 people | 2 = 3-4 people | 3 = 5-9 people | 4 = 10 or more | 9 = DK/Refused,Codes 1-4 as supplied; don't know and refused collapsed to 9. Note the definition is not identical across waves: see the wave notes.
23,ChildrenInHousehold,Children under 15 in household,harmonised,numeric,143459,0,0.0,9.0,,0 = None | 1 = One | 2 = Two | 3 = Three | 4 = Four | 5 = Five or more | 9 = DK/Refused,Recoded: 99 (don't know/refused) to 9.
24,worry_score,"Worry score, 5 common items, 0-1 (comparable across all waves)",harmonised,numeric,138355,5104,0.0,1.0,0.418604,,"Mean of the five worry items asked in identical form in every wave (food, drinking water, violent crime, severe weather, mental health), scored very worried 1, somewhat worried 0.5, not worried 0. All five must be answered."
25,worry_score_core7,"Worry score, 7 items, 0-1 (comparable 2021-2025)",harmonised,numeric,137813,5646,0.0,1.0,0.436087,,"As worry_score plus worry about traffic accidents and about your own work. The six items put to everyone must be answered; the work item, asked of workers only, counts where present."
26,worry_index_published,Worry index as published by LRF for this wave,harmonised,numeric,135256,8203,0.0,1.0,0.4187,,"worry_index as published for wave 4: simple mean of the ten 2025 worry items (the seven earlier ones plus air quality, prolonged severe weather and wildfires). Not comparable across waves: both the item set and the construction change. Use worry_score for trends."
27,experience_score,"Experience score, 5 common items, any experience, 0-1 (comparable across waves)",harmonised,numeric,139670,3789,0.0,1.0,0.214473,,"Proportion of the five common items on which the respondent reports harm in the past two years. Counts personally experienced, knows someone who has, and both. This matches LRF's own harm_*_trended recode and is the series that lines up with 2019. All five items must be answered."
28,experience_score_self,"Experience score, 5 common items, personally experienced, 0-1",harmonised,numeric,139670,3789,0.0,1.0,0.079986,,"Counts personally experienced and both, excluding knows someone who has. Comparable 2021-2025 and consistent with the published wave 3 experience index. Against 2019 it drops sharply, because the added knows-someone option pulls self-reports out of the personal category."
29,experience_score_core7,"Experience score, 7 items, any experience, 0-1 (comparable 2021-2025)",harmonised,numeric,138823,4636,0.0,1.0,0.234428,,As experience_score plus harm from traffic accidents and from work. All seven items must be answered.
30,experience_index_published,Experience index as published by LRF for this wave,harmonised,numeric,0,143459,,,,,Empty: LRF published no experience index for wave 4. Use experience_score or experience_score_core7.
31,worry_exp_gap,worry_score minus experience_score,harmonised,numeric,135853,7606,-1.0,1.0,0.201481,,"worry_score minus experience_score, both on the five common items."
32,resilience_index,"Resilience Index, 0-1",harmonised,numeric,142258,1201,0.0,1.0,0.567615,,"As supplied, divided by 100: the wave 4 release carries it on a 0-100 scale."
33,resilience_index_100,"Resilience Index, 0-100",harmonised,numeric,142258,1201,0.0,100.0,56.7615,,resilience_index multiplied by 100.
34,resilience_idv,"Resilience: individual dimension, 0-1",harmonised,numeric,143387,72,0.0,1.0,0.480363,,"As supplied, divided by 100."
35,resilience_hhl,"Resilience: household dimension, 0-1",harmonised,numeric,143430,29,0.0,1.0,0.5679,,"As supplied, divided by 100."
36,resilience_com,"Resilience: community dimension, 0-1",harmonised,numeric,143457,2,0.0,1.0,0.602216,,"As supplied, divided by 100."
37,resilience_soc,"Resilience: society dimension, 0-1",harmonised,numeric,142349,1110,0.0,1.0,0.623324,,"As supplied, divided by 100."
38,WP1223,Marital Status,wave-specific,numeric,143459,0,1.0,8.0,,1 = Single/Never been married | 2 = Married | 3 = Separated | 4 = Divorced | 5 = Widowed | 6 = (DK) | 7 = (Refused) | 8 = Domestic partner,As supplied in the source file for this wave.
39,WP22331,Greatest Source of Risk to Safety in Your Daily Life (Coded),wave-specific,numeric,143459,0,1.0,99.0,,"1 = TRANSPORTATION: Road-related accidents/injuries (such as using a bicycle, car, motorbike, truck, van, bus, | 2 = TRANSPORTATION: Other transportation-related accidents/injuries (such as subway, train, plane, boat, etc.) | 3 = CRIME/VIOLENCE (including domestic violence, violence outside the home, and other crimes) | 4 = WAR/TERRORISM | 5 = HEALTH: personal health condition/illness | 6 = HEALTH: drugs, alcohol, smoking | 7 = HEALTH: COVID-19/Coronavirus related | 8 = HEALTH: Mental stress/exhaustion/falling/tripping | 9 = FINANCIAL: not having enough money to pay for the things you need | 10 = ECONOMY: Economy-related, such as unemployment, losing your job, high prices | 11 = POLITICS: Politics/political situation/corruption | 12 = TECHNOLOGY: Internet/technology related risks | 13 = WATER: Water supply or drinking unclean water | 14 = FOOD-RELATED: eating unsafe or contaminated food | 15 = FOOD-RELATED: insufficient or lack of food (hunger), not enough money for food | 16 = COOKING or other household accidents/injuries | 17 = WORK: Work-related accidents: physical injuries | 18 = ENVIRONMENT: Pollution | 19 = ENVIRONMENT: Climate change or severe weather-related events, such as floods, drought, wildfires, etc. | 20 = ENVIRONMENT: Non-weather-related disasters, such as earthquakes or volcanoes | 21 = DROWNING | 22 = Other | 23 = Nothing/No risks | 98 = Don’t know | 99 = Refused",As supplied in the source file for this wave.
40,WP20719,Climate Change a Threat to Country in Next 20 Years,wave-specific,numeric,143459,0,1.0,99.0,,1 = Very serious threat | 2 = Somewhat serious threat | 3 = Not a threat at all | 98 = Dont know | 99 = (Refused),As supplied in the source file for this wave.
41,WP24225,Most Other People in (Country) View Climate Change as Threat to Country in Next 20 Years,wave-specific,numeric,143459,0,1.0,99.0,,1 = Very serious threat | 2 = Somewhat serious threat | 3 = Not a threat at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
42,WP20720,Worried Food You Eat Could Cause Serious Harm,wave-specific,numeric,143459,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
43,WP20721,Worried Water You Drink Could Cause Serious Harm,wave-specific,numeric,143459,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
44,WP20722,Worried Violent Crime Could Cause Serious Harm,wave-specific,numeric,143459,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
45,WP22213,Worried Traffic or Roadside Accident Could Cause Serious Harm,wave-specific,numeric,143459,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
46,WP22214,Worried The Work You Do Could Cause Serious Harm,wave-specific,numeric,82340,61119,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
47,WP20726,Worried Mental Health Issues Could Cause Serious Harm,wave-specific,numeric,143459,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
48,WP24175,Worried the Air You Breathe Could Cause Serious Harm,wave-specific,numeric,143459,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
49,WP20723,Worried Severe Weather Events Could Cause Serious Harm,wave-specific,numeric,143459,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
50,WP24174,Worried Severe Prolonged Weather Events Could Cause Serious Harm,wave-specific,numeric,143459,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
51,WP24173,Worried Wildfires Could Cause Serious Harm,wave-specific,numeric,143459,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
52,WP22442,Experienced Harm in Past Two Years: Eating Food (You/Someone You Know),wave-specific,numeric,143459,0,1.0,99.0,,"1 = Yes, personally experienced | 2 = Yes, know someone who has experienced | 3 = Both | 4 = No | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
53,WP22443,Experienced Harm in Past Two Years: Drinking Water (You/Someone You Know),wave-specific,numeric,143459,0,1.0,99.0,,"1 = Yes, personally experienced | 2 = Yes, know someone who has experienced | 3 = Both | 4 = No | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
54,WP22444,Experienced Harm in Past Two Years: Violent Crime (You/Someone You Know),wave-specific,numeric,143459,0,1.0,99.0,,"1 = Yes, personally experienced | 2 = Yes, know someone who has experienced | 3 = Both | 4 = No | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
55,WP22446,Experienced Harm in Past Two Years: Traffic/Roadside Accident (You/Someone You Know),wave-specific,numeric,143459,0,1.0,99.0,,"1 = Yes, personally experienced | 2 = Yes, know someone who has experienced | 3 = Both | 4 = No | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
56,WP22448,Experienced Harm in Past Two Years: Work (You/Someone You Know),wave-specific,numeric,143459,0,1.0,99.0,,"1 = Yes, personally experienced | 2 = Yes, know someone who has experienced | 3 = Both | 4 = No | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
57,WP22447,Experienced Harm in Past Two Years: Mental Health Issues (You/Someone You Know),wave-specific,numeric,143459,0,1.0,99.0,,"1 = Yes, personally experienced | 2 = Yes, know someone who has experienced | 3 = Both | 4 = No | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
58,WP24178,Experienced Harm in Past Two Years: The Air You/They Breathe (You/Someone You Know),wave-specific,numeric,143459,0,1.0,99.0,,"1 = Yes, personally experienced | 2 = Yes, know someone who has experienced | 3 = Both | 4 = No | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
59,WP22445,Experienced Harm in Past Two Years: Severe Weather Events (You/Someone You Know),wave-specific,numeric,143459,0,1.0,99.0,,"1 = Yes, personally experienced | 2 = Yes, know someone who has experienced | 3 = Both | 4 = No | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
60,WP24177,Experienced Harm in Past Two Years: Severe Prolonged Weather Events (You/Someone You Know),wave-specific,numeric,143459,0,1.0,99.0,,"1 = Yes, personally experienced | 2 = Yes, know someone who has experienced | 3 = Both | 4 = No | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
61,WP24176,Experienced Harm in Past Two Years: Wildfires (You/Someone You Know),wave-specific,numeric,143459,0,1.0,99.0,,"1 = Yes, personally experienced | 2 = Yes, know someone who has experienced | 3 = Both | 4 = No | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
62,WP22228,How Long Household Could Cover Basic Needs If Income Was Lost,wave-specific,numeric,143459,0,1.0,99.0,,1 = Less than a month | 2 = A month or more | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
63,WP22229,Household Could Cover Basic Needs If Income Was Lost: Weeks,wave-specific,numeric,42733,100726,1.0,99.0,,1 = Less than a week | 2 = Between one and two weeks | 3 = Between two and four weeks | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
64,WP22230,Household Could Cover Basic Needs If Income Was Lost: Months,wave-specific,numeric,90289,53170,1.0,99.0,,1 = Around a month | 2 = Two months | 3 = Three months | 4 = Four months or more | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
65,WP22231_ALL,Government of country cares about your wellbeing (includes data from Myanmar and Vietnam),wave-specific,numeric,136423,7036,1.0,99.0,,1 = A lot | 2 = Somewhat | 3 = Not at all | 99 = (DK/Refused),As supplied in the source file for this wave.
66,WP22231,Government of (Country) Cares About You and Your Wellbeing,wave-specific,numeric,134420,9039,1.0,99.0,,1 = A lot | 2 = Somewhat | 3 = Not at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
67,WP22469,Authorities of (Country) Care About You and Your Wellbeing,wave-specific,numeric,1000,142459,1.0,98.0,,1 = A lot | 2 = Somewhat | 3 = Not at all | 98 = (DK),As supplied in the source file for this wave.
68,WP22525,Government of Myanmar Cares About You and Your Wellbeing,wave-specific,numeric,1003,142456,1.0,99.0,,1 = A lot | 2 = Somewhat | 3 = Not at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
69,WP22232,Neighbors Care About You and Your Wellbeing,wave-specific,numeric,143459,0,1.0,99.0,,1 = A lot | 2 = Somewhat | 3 = Not at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
70,WP24213,Impacted by a Disaster in Past Five Years in (Country),wave-specific,numeric,143459,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
71,WP24180,Type of Most Impactful Disaster Experienced in Past Five Years (Coded),wave-specific,numeric,25244,118215,1.0,99.0,,"1 = Flood/Heavy rain/Rainstorm | 2 = Hurricane/Cyclone/Typhoon | 3 = Tornado | 4 = Thunder or lightning storm | 5 = Tsunami | 6 = Mudslide/Landslide | 7 = Earthquake | 8 = Wildfire | 9 = Volcano eruption | 10 = Blizzard or snowstorm | 50 = Drought | 51 = Heatwave | 52 = Sandstorm | 53 = Gale force winds | 96 = Other - Nature related | 97 = Other - Not nature related (war, political instability, terrorism, violence, fire, health problem, etc.) | 98 = Dont know | 99 = Refused",As supplied in the source file for this wave.
72,WP24181,"Received Warning About Disaster From Internet, Social Media, Websites or Apps",wave-specific,numeric,24249,119210,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
73,WP24182,Received Warning About Disaster From Radio,wave-specific,numeric,24249,119210,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
74,WP24183,Received Warning About Disaster From Television,wave-specific,numeric,24249,119210,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
75,WP24184,Received Warning About Disaster From Printed Newspapers or Magazines,wave-specific,numeric,24249,119210,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
76,WP24186,Received Warning About Disaster From SMS/Text Messages on Mobile Phone,wave-specific,numeric,24249,119210,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
77,WP24185,Received Warning About Disaster From WhatsApp,wave-specific,numeric,24249,119210,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
78,WP24187,Received Warning About Disaster From Billboard,wave-specific,numeric,24249,119210,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
79,WP24188,"Received Warning About Disaster From Megaphone, Microphone, or Loudspeaker",wave-specific,numeric,24249,119210,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
80,WP24215,Able to Take Action Ahead of Disaster as Result of Advance Warning,wave-specific,numeric,16996,126463,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
81,WP22252,Could Protect Yourself or Family in a Future Disaster,wave-specific,numeric,143459,0,1.0,99.0,,1 = Yes | 2 = No | 3 = (It depends) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
82,WP23345,Plan for Future Disaster Known by All Household Members Over 10 Years Old,wave-specific,numeric,143459,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
83,WP24198_ALL,National government is well-prepared to deal with disaster (includes Myanmar data),wave-specific,numeric,126771,16688,1.0,2.0,,"1 = Yes, well prepared | 2 = No, not well prepared | 99 = (DK/Refused)",As supplied in the source file for this wave.
84,WP24198,National Government Is Well Prepared to Deal With a Disaster,wave-specific,numeric,136431,7028,1.0,99.0,,"1 = Yes, well prepared | 2 = No, not well prepared | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
85,WP24199,Local Government Is Well Prepared to Deal With a Disaster,wave-specific,numeric,137432,6027,1.0,99.0,,"1 = Yes, well prepared | 2 = No, not well prepared | 98 = (DK) | 99 = (Refused)",As supplied in the source file for this wave.
86,WP22259,Experienced Discrimination Due to the Color of Your Skin,wave-specific,numeric,141441,2018,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
87,WP22260,Experienced Discrimination Due to Your Religion,wave-specific,numeric,139441,4018,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
88,WP22261,Experienced Discrimination Due to Your Nationality/Ethnic Group,wave-specific,numeric,141441,2018,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
89,WP22262,Experienced Discrimination Due to Your Gender,wave-specific,numeric,141441,2018,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
90,WP22263,Experienced Discrimination Due to a Disability,wave-specific,numeric,141441,2018,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
91,REGION2_ALB,Region 2 Albania,wave-specific,numeric,1000,142459,1.0,3.0,,1 = North Albania | 2 = Central Albania | 3 = South Albania,As supplied in the source file for this wave.
92,REGION_ARE,Region United Arab Emirates,wave-specific,numeric,1000,142459,1.0,8.0,,1 = Abu Dhabi Emirate | 3 = Dubai Emirate | 4 = Sharjah Emirate | 5 = Ajman Emirate | 6 = Um Quwain Emirate | 7 = Ras Al Khaimah Emirate (RAK) | 8 = Fujairah Emirate,As supplied in the source file for this wave.
93,REGION2_ARG,Region 2 Argentina,wave-specific,numeric,1000,142459,1.0,6.0,,1 = Metropolitana | 2 = Pampeana | 3 = Cuyo | 4 = N.O.A. (Noroeste Argentino) | 5 = N.E.A. (Noreste Argentino) | 6 = Patagonia,As supplied in the source file for this wave.
94,REGION2_ARM,Region 2 Armenia,wave-specific,numeric,1001,142458,1.0,4.0,,1 = Capital | 2 = Central Armenia | 3 = North Armenia | 4 = South Armenia,As supplied in the source file for this wave.
95,REGION_AUS,Region Australia,wave-specific,numeric,1000,142459,1.0,98.0,,"1 = Sydney | 2 = New South Wales (NSW), excluding Sydney | 3 = Melbourne | 4 = Victoria (VIC), excluding Melbourne | 5 = Brisbane | 6 = Queensland (QLD), excluding Brisbane | 7 = Adelaide | 8 = South Australia (SA), excluding Adelaide | 9 = Perth | 10 = Western Australia (WA), excluding Perth | 11 = Hobart | 12 = Tasmania (TAS), excluding Hobart | 13 = Australian Capital Territory (ACT) | 14 = Darwin | 15 = Northern Territory (NT), excluding Darwin | 98 = (DK)",As supplied in the source file for this wave.
96,REGION_AUT,Region Austria,wave-specific,numeric,1010,142449,18011.0,18034.0,,18011 = Burgenland | 18012 = Lower Austria (Niederosterreich) | 18013 = Vienna (Wien) | 18021 = Carinthia (Karnten) | 18022 = Styria (Steiermark) | 18031 = Upper Austria (Oberosterreich) | 18032 = Salzburg | 18033 = Tyrol  (Tirol) | 18034 = Vorarlberg,As supplied in the source file for this wave.
97,REGION4_AZE,Respondent lives in:,wave-specific,numeric,1000,142459,1.0,14.0,,1 = Absheron-Khizi | 2 = Baku | 3 = Central Aran | 5 = Ganja-Dashkasan | 6 = Gazakh-Tovuz | 7 = Guba-Khachmaz | 8 = Karabakh | 9 = Lankaran-Astara | 10 = Mil-Mughan | 11 = Mountainous Shirvan | 13 = Shaki-Zagatala | 14 = Shirvan-Salyan,As supplied in the source file for this wave.
98,REGION_BEL,Region Belgium,wave-specific,numeric,1002,142457,10.0,999.0,,10 = Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest | 21 = Prov. Antwerpen | 22 = Prov. Limburg (B) | 23 = Prov. Oost-Vlaanderen | 24 = Prov. Vlaams-Brabant | 25 = Prov. West-Vlaanderen | 31 = Prov. Brabant Wallon | 32 = Prov. Hainaut | 33 = Prov. Liege | 34 = Prov. Luxembourg (B) | 35 = Prov. Namur | 999 = (Refused),As supplied in the source file for this wave.
99,REGION2_BEN,Region 2 Benin,wave-specific,numeric,1000,142459,1.0,12.0,,1 = ALIBORI | 2 = ATAKORA | 3 = ATLANTIQUE | 4 = BORGOU | 5 = COLLINES | 6 = COUFFO | 7 = DONGA | 8 = LITTORAL | 9 = MONO | 10 = OUEME | 11 = PLATEAUX | 12 = ZOU,As supplied in the source file for this wave.
100,REGION2_BFA,Region 2 Burkina Faso,wave-specific,numeric,1000,142459,1.0,13.0,,1 = Boucle du Mouhoun | 2 = Cascade | 3 = Centre | 4 = Centre East | 5 = Centre North | 6 = Centre South | 7 = Centre West | 8 = East | 9 = Hauts Bassins | 10 = North | 11 = Plateau Central | 12 = Sahel | 13 = South West,As supplied in the source file for this wave.
101,REGION_BGD,Region Bangladesh,wave-specific,numeric,1000,142459,1.0,8.0,,1 = Dhaka | 2 = Chittagong | 3 = Khulna | 4 = Rajshahi | 5 = Sylhet | 6 = Barisal | 7 = Rangpur | 8 = Mymensingh,As supplied in the source file for this wave.
102,REGION2_BGR,Region 2 Bulgaria,wave-specific,numeric,1015,142444,26011.0,26023.0,,26011 = North-West (Severozapaden) | 26012 = North-Central (Severen tsentralen) | 26013 = North-East (Severoiztochen) | 26021 = South-West (Yugozapaden) | 26022 = South-Central (Yuzhen tsentralen) | 26023 = South-East (Yugoiztochen),As supplied in the source file for this wave.
103,REGION4_BHR,Region 4 Bahrain,wave-specific,numeric,1011,142448,1.0,99.0,,1 = Hidd | 2 = Muharraq | 3 = Manama | 4 = Jiddafs | 5 = Northern | 6 = Sitra | 7 = Central (Al Wosta) | 8 = Issa Town | 9 = East Riffa | 10 = West Riffa | 11 = Hamad Town | 12 = Some other area in (Programmer: Insert the governorate provided in REGION3_BHR) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
104,REGION2_BIH,Region 2 Bosnia,wave-specific,numeric,1004,142455,1.0,3.0,,1 = Federation of Bosnia and Herzegovina | 2 = West Bosnia and Herzegovina | 3 = Republika Srpska,As supplied in the source file for this wave.
105,REGION2_BOL,Region 2 Bolivia,wave-specific,numeric,1000,142459,1.0,3.0,,1 = Los Llanos | 2 = Valles (Valley) | 3 = Altiplano (High Plateau),As supplied in the source file for this wave.
106,REGION2_BRA,Region 2 Brazil,wave-specific,numeric,1000,142459,1.0,5.0,,1 = South (SU) | 2 = Southeast (SE) | 3 = Central-West (CO) | 4 = North (NO) | 5 = Northeast (NE),As supplied in the source file for this wave.
107,REGION2_BWA,Region 2 Botswana,wave-specific,numeric,1000,142459,1.0,10.0,,1 = Central District | 2 = North-West District | 3 = Ghanzi District | 4 = Kgalagadi District | 5 = Kgatleng District | 6 = Kweneng District | 7 = North-East District | 9 = South-East District | 10 = Southern District,As supplied in the source file for this wave.
108,REGION2_CAM,Region 2 Cameroon,wave-specific,numeric,1000,142459,1.0,4.0,,1 = Coastal Region | 2 = North | 3 = South | 4 = West,As supplied in the source file for this wave.
109,REGION2_CAN,Region 2 Canada,wave-specific,numeric,1017,142442,10.0,99.0,,10 = Newfoundland and Labrador | 11 = Prince Edward Island | 12 = Nova Scotia | 13 = New Brunswick | 24 = Quebec | 35 = Ontario | 46 = Manitoba | 47 = Saskatchewan | 48 = Alberta | 59 = British Columbia | 99 = (Refused),As supplied in the source file for this wave.
