finding_id,page,section,description,published_value,unit,tolerance,source,requires_gallup,gallup_items,note
X13,4,2.1 Economic insecurity,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % not having enough money (financial), 2021",6,pct,,text,N,,
X14,4,2.1 Economic insecurity,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % not having enough money (financial), 2023",6,pct,,text,N,,
X15,4,2.1 Economic insecurity,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % the general economy, 2021",5,pct,,text,N,,
X16,4,2.1 Economic insecurity,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % the general economy, 2023",7,pct,,text,N,,
X17,4,2.1 Economic insecurity,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % not having enough money or the general economy combined, 2023",13,pct,,text,N,,
C2_1_week_2021,4,Chart 1,"Household could cover basic needs without income (WP22228, WP22229): % less than a week, 2021",12,pct,,chart,N,,
C2_1_week_2023,4,Chart 1,"Household could cover basic needs without income (WP22228, WP22229): % less than a week, 2023",13,pct,,chart,N,,
C2_1_month_2021,4,Chart 1,"Household could cover basic needs without income (WP22228, WP22229): % less than a month (a week or more), 2021",22,pct,,chart,N,,
C2_1_month_2023,4,Chart 1,"Household could cover basic needs without income (WP22228, WP22229): % less than a month (a week or more), 2023",24,pct,,chart,N,,
C2_1_dk_2021,4,Chart 1,"Household could cover basic needs without income (WP22228, WP22229): % don't know/refused, 2021",8,pct,,chart,N,,
C2_1_dk_2023,4,Chart 1,"Household could cover basic needs without income (WP22228, WP22229): % don't know/refused, 2023",4,pct,,chart,N,,Printed as 4%: 100 minus the other three rounded figures (13 + 24 + 59). The data give 4.9%.
C2_1_more_2021,4,Chart 1,"Household could cover basic needs without income (WP22228, WP22229): % a month or more, 2021",58,pct,,chart,N,,
C2_1_more_2023,4,Chart 1,"Household could cover basic needs without income (WP22228, WP22229): % a month or more, 2023",59,pct,,chart,N,,
C2_2_personal_finances_2021,4,Chart 2,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % not having enough money (financial, code 9), 2021",5.6,pct,,chart,N,,
C2_2_personal_finances_2023,4,Chart 2,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % not having enough money (financial, code 9), 2023",5.9,pct,,chart,N,,
C2_2_economy_2021,4,Chart 2,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % the general economy (economy, code 10), labelled 'Economic risk', 2021",5.4,pct,,chart,N,,The text on the same page gives 5% and 7% for the general economy.
C2_2_economy_2023,4,Chart 2,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % the general economy (economy, code 10), labelled 'Economic risk', 2023",7.4,pct,,chart,N,,The text on the same page gives 5% and 7% for the general economy.
X18,5,2.2 Climate risk,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % very serious threat, 2019",41,pct,,text,N,,
X19,5,2.2 Climate risk,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % very serious threat, 2021",41,pct,,text,N,,
X20,5,2.2 Climate risk,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % very serious threat, 2023",39,pct,,text,N,,
X21,5,2.2 Climate risk,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % somewhat serious threat, 2019",28,pct,,text,N,,
X22,5,2.2 Climate risk,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % somewhat serious threat, 2023",33,pct,,text,N,,
X23,5,2.2 Climate risk,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % don't know/refused, 2019",18,pct,,text,N,,
X24,5,2.2 Climate risk,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % don't know/refused, 2023",12,pct,,text,N,,
X25,5,2.2 Climate risk,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % not a threat at all, 2019",13,pct,,text,N,,
X26,5,2.2 Climate risk,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % not a threat at all, 2023",16,pct,,text,N,,
X27,5,2.2 Climate risk,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % climate change or severe weather, 2019",4,pct,,text,N,,"2019 code 16, 'climate change, natural disasters or weather-related events', also covers non-weather disasters."
X28,5,2.2 Climate risk,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % climate change or severe weather, 2021",3,pct,,text,N,,
C2_3_very_2019,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % very serious threat, 2019",41,pct,,chart,N,,
C2_3_very_2021,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % very serious threat, 2021",41,pct,,chart,N,,
C2_3_very_2023,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % very serious threat, 2023",39,pct,,chart,N,,
C2_3_somewhat_2019,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % somewhat serious threat, 2019",28,pct,,chart,N,,
C2_3_somewhat_2021,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % somewhat serious threat, 2021",26,pct,,chart,N,,
C2_3_somewhat_2023,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % somewhat serious threat, 2023",33,pct,,chart,N,,
C2_3_dk_2019,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % don't know/refused, 2019",18,pct,,chart,N,,
C2_3_dk_2021,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % don't know/refused, 2021",18,pct,,chart,N,,The four printed 2021 values add up to 99.
C2_3_dk_2023,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % don't know/refused, 2023",12,pct,,chart,N,,
C2_3_not_2019,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % not a threat at all, 2019",13,pct,,chart,N,,
C2_3_not_2021,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % not a threat at all, 2021",14,pct,,chart,N,,
C2_3_not_2023,5,Chart 3,"Climate change a threat to people in the country in the next 20 years (WP20719; 2019 L5): % not a threat at all, 2023",16,pct,,chart,N,,
C2_4_2021,5,Chart 4,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % climate change or severe weather, 2021",2.7,pct,,chart,N,,
C2_4_2023,5,Chart 4,"Greatest source of risk to safety in daily life (WP22331; 2019 L3_A): % climate change or severe weather, 2023",6.3,pct,,chart,N,,
C3_5_very,6,Chart 5,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, climate change a very serious threat",15,pct,,chart,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
C3_5_somewhat,6,Chart 5,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, climate change a somewhat serious threat",8,pct,,chart,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
C3_5_not,6,Chart 5,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, climate change a not a threat",8,pct,,chart,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
X29,6,3. Who wants to leave,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, climate change a very serious threat",15,pct,,text,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
X30,6,3. Who wants to leave,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, climate change a somewhat serious threat or not a threat",8,pct,,text,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
X31,6,3. Who wants to leave,"Prefer to continue living in this country (Gallup WP1325), lowest % across the three climate groups ('85% or more')",85,pct,,text,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README). A lower bound."
X32,7,3. Who wants to leave,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, household could cover basic needs for a month or more",8,pct,,text,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
X33,7,3. Who wants to leave,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, household could cover basic needs for less than a month",12,pct,,text,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
C3_6_less,7,Chart 6,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, less than a month",12,pct,,chart,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
C3_6_more,7,Chart 6,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, a month or more",8,pct,,chart,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
X34,7,3. Who wants to leave,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, very serious threat and a month or more",13,pct,,text,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
X35,7,3. Who wants to leave,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, very serious threat and less than a month",15,pct,,text,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
X36,7,3. Who wants to leave,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, not a threat and a month or more",6,pct,,text,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
X37,7,3. Who wants to leave,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, not a threat and less than a month",12,pct,,text,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
X38,7,3. Who wants to leave,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: ratio, not a threat, less than a month to a month or more ('doubles')",2,ratio,0.3,text,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
C3_7_very_less,7,Chart 7,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, very serious threat, less than a month",15,pct,,chart,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
C3_7_very_more,7,Chart 7,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, very serious threat, a month or more",13,pct,,chart,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
C3_7_somewhat_less,7,Chart 7,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, somewhat serious threat, less than a month",11,pct,,chart,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
C3_7_somewhat_more,7,Chart 7,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, somewhat serious threat, a month or more",6,pct,,chart,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
C3_7_not_less,7,Chart 7,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, not a threat, less than a month",12,pct,,chart,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
C3_7_not_more,7,Chart 7,"Would like to move permanently to another country (Gallup WP1325), 2021 and 2023 blended: %, not a threat, a month or more",6,pct,,chart,Y,WP1325,"2021 and 2023 respondents pooled, PROJWT (see README)."
C4_8_threat_northern_america,9,Chart 8,"Preferred destination region: % Northern America, climate change a threat",27,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
C4_8_not_northern_america,9,Chart 8,"Preferred destination region: % Northern America, climate change not a threat",15,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
C4_8_threat_nw_europe,9,Chart 8,"Preferred destination region: % Northern/Western Europe, climate change a threat",20,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
C4_8_not_nw_europe,9,Chart 8,"Preferred destination region: % Northern/Western Europe, climate change not a threat",19,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
C4_8_threat_middle_east,9,Chart 8,"Preferred destination region: % Middle East, climate change a threat",14,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
C4_8_not_middle_east,9,Chart 8,"Preferred destination region: % Middle East, climate change not a threat",22,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
C4_8_threat_anz,9,Chart 8,"Preferred destination region: % Australia & New Zealand, climate change a threat",10,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
C4_8_not_anz,9,Chart 8,"Preferred destination region: % Australia & New Zealand, climate change not a threat",7,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
C4_8_threat_southern_europe,9,Chart 8,"Preferred destination region: % Southern Europe, climate change a threat",7,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
C4_8_not_southern_europe,9,Chart 8,"Preferred destination region: % Southern Europe, climate change not a threat",8,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
C4_8_threat_eastern_asia,9,Chart 8,"Preferred destination region: % East Asia, climate change a threat",5,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
C4_8_not_southeastern_asia,9,Chart 8,"Preferred destination region: % Southeast Asia, climate change not a threat",11,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3). The text on the same page gives 12% (X48)."
C4_8_chi2,9,Chart 8,"Chi-square, destination region by climate concern (footnote 1)",110.7,chi2,5,chart,Y,WP1325; WP3120,"Pearson chi-square on the destination-region table, with PROJWT rescaled to the sample size; standardised residuals are adjusted residuals (see README)."
C4_8_cramers_v,"9, 10",Chart 8,"Cramer's V, destination region by climate concern (footnote 1)",0.11,v,0.01,chart,Y,WP1325; WP3120,"Pearson chi-square on the destination-region table, with PROJWT rescaled to the sample size; standardised residuals are adjusted residuals (see README)."
C4_8_resid_not_middle_east,9,Chart 8,"Standardised residual, Middle East among those who do not see climate change as a threat (footnote 2)",8.07,residual,0.5,chart,Y,WP1325; WP3120,"Pearson chi-square on the destination-region table, with PROJWT rescaled to the sample size; standardised residuals are adjusted residuals (see README)."
C4_8_resid_threat_anz,9,Chart 8,"Standardised residual, Australia & New Zealand among those who see climate change as a threat (footnote 3)",2.08,residual,0.5,chart,Y,WP1325; WP3120,"Pearson chi-square on the destination-region table, with PROJWT rescaled to the sample size; standardised residuals are adjusted residuals (see README)."
X39,"9, 18",4. Where people want to go,"Preferred destination region: % Northern America, climate change a threat",27,pct,,text,Y,WP1325; WP3120,"'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3)."
X40,"9, 18",4. Where people want to go,"Preferred destination region: % Northern America, climate change not a threat",15,pct,,text,Y,WP1325; WP3120,
X41,"9, 18",4. Where people want to go,"Preferred destination region: Northern America, gap (pp) threat minus not a threat",12,pp,,text,Y,WP1325; WP3120,
X42,9,4. Where people want to go,Preferred destination region: region with the largest gap between threat and not a threat ('largest observed across regions'),northern_america,text,,text,Y,WP1325; WP3120,
X43,9,4. Where people want to go,Preferred destination region: region with the largest fall from not a threat to threat ('most strongly of any region'),middle_east,text,,text,Y,WP1325; WP3120,
X44,9,4. Where people want to go,"Preferred destination region: % Middle East, climate change not a threat",22,pct,,text,Y,WP1325; WP3120,
X45,9,4. Where people want to go,"Preferred destination region: % Middle East, climate change a threat",14,pct,,text,Y,WP1325; WP3120,
X46,9,4. Where people want to go,"Preferred destination region: % Northern/Western Europe, climate change a threat",20,pct,,text,Y,WP1325; WP3120,
X47,9,4. Where people want to go,"Preferred destination region: % Northern/Western Europe, climate change not a threat",19,pct,,text,Y,WP1325; WP3120,
X48,9,4. Where people want to go,"Preferred destination region: % Southeast Asia, climate change not a threat",12,pct,,text,Y,WP1325; WP3120,Chart 8 prints 11% (C4_8_not_southeastern_asia).
X49,9,4. Where people want to go,"Preferred destination region: % Southeast Asia, climate change a threat",3,pct,,text,Y,WP1325; WP3120,
X50,9,4. Where people want to go,"Preferred destination region: % Australia & New Zealand, climate change a threat",10,pct,,text,Y,WP1325; WP3120,
X51,9,4. Where people want to go,"Preferred destination region: % Australia & New Zealand, climate change not a threat",7,pct,,text,Y,WP1325; WP3120,
C4_9_more_northern_america,10,Chart 9,"Preferred destination region: % Northern America, household could cope a month or more",25,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
C4_9_less_northern_america,10,Chart 9,"Preferred destination region: % Northern America, household could cope less than a month",26,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
C4_9_more_nw_europe,10,Chart 9,"Preferred destination region: % Northern/Western Europe, household could cope a month or more",22,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
C4_9_less_nw_europe,10,Chart 9,"Preferred destination region: % Northern/Western Europe, household could cope less than a month",16,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
C4_9_more_middle_east,10,Chart 9,"Preferred destination region: % Middle East, household could cope a month or more",13,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
C4_9_less_middle_east,10,Chart 9,"Preferred destination region: % Middle East, household could cope less than a month",17,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
C4_9_less_southern_asia,10,Chart 9,"Preferred destination region: % South Asia, household could cope less than a month",6,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
C4_9_chi2,10,Chart 9,"Chi-square, destination region by financial resilience (footnote 1)",96.8,chi2,5,chart,Y,WP1325; WP3120,"Pearson chi-square on the destination-region table, with PROJWT rescaled to the sample size; standardised residuals are adjusted residuals (see README)."
C4_9_cramers_v,10,Chart 9,"Cramer's V, destination region by financial resilience (footnote 1)",0.1,v,0.01,chart,Y,WP1325; WP3120,"Pearson chi-square on the destination-region table, with PROJWT rescaled to the sample size; standardised residuals are adjusted residuals (see README)."
C4_9_resid_more_northern_america,10,Chart 9,"Standardised residual, Northern America, a month or more (footnote 2)",-0.19,residual,0.5,chart,Y,WP1325; WP3120,"Pearson chi-square on the destination-region table, with PROJWT rescaled to the sample size; standardised residuals are adjusted residuals (see README)."
C4_9_resid_more_nw_europe,10,Chart 9,"Standardised residual, Northern/Western Europe, a month or more (footnote 3)",3.41,residual,0.5,chart,Y,WP1325; WP3120,"Pearson chi-square on the destination-region table, with PROJWT rescaled to the sample size; standardised residuals are adjusted residuals (see README)."
C4_9_resid_more_anz,10,Chart 9,"Standardised residual, Australia & New Zealand, a month or more (footnote 4)",2.55,residual,0.5,chart,Y,WP1325; WP3120,"Pearson chi-square on the destination-region table, with PROJWT rescaled to the sample size; standardised residuals are adjusted residuals (see README)."
C4_9_resid_less_middle_east,10,Chart 9,"Standardised residual, Middle East, less than a month (footnote 5)",6.51,residual,0.5,chart,Y,WP1325; WP3120,"Pearson chi-square on the destination-region table, with PROJWT rescaled to the sample size; standardised residuals are adjusted residuals (see README)."
C4_9_resid_less_southern_asia,10,Chart 9,"Standardised residual, South Asia, less than a month (footnote 6)",5.07,residual,0.5,chart,Y,WP1325; WP3120,"Pearson chi-square on the destination-region table, with PROJWT rescaled to the sample size; standardised residuals are adjusted residuals (see README)."
X52,10,4. Where people want to go,"Preferred destination region: % Northern/Western Europe, household could cope a month or more",22,pct,,text,Y,WP1325; WP3120,
X53,10,4. Where people want to go,"Preferred destination region: % Northern/Western Europe, household could cope less than a month",16,pct,,text,Y,WP1325; WP3120,
X54,10,4. Where people want to go,"Preferred destination region: % Australia & New Zealand, household could cope a month or more",12,pct,,text,Y,WP1325; WP3120,
X55,10,4. Where people want to go,"Preferred destination region: % Australia & New Zealand, household could cope less than a month",9,pct,,text,Y,WP1325; WP3120,
X56,10,4. Where people want to go,"Preferred destination region: % Middle East, household could cope a month or more",13,pct,,text,Y,WP1325; WP3120,
X57,10,4. Where people want to go,"Preferred destination region: % Middle East, household could cope less than a month",17,pct,,text,Y,WP1325; WP3120,
X58,10,4. Where people want to go,"Preferred destination region: % South Asia, household could cope less than a month",6,pct,,text,Y,WP1325; WP3120,
X59,10,4. Where people want to go,"Preferred destination region: % South Asia, household could cope a month or more",1,pct,,text,Y,WP1325; WP3120,
X60,10,4. Where people want to go,"Preferred destination region: % Northern America, household could cope a month or more",25,pct,,text,Y,WP1325; WP3120,
X61,10,4. Where people want to go,"Preferred destination region: % Northern America, household could cope less than a month",26,pct,,text,Y,WP1325; WP3120,
C4_10_less_not_middle_east,11,Chart 10,"Preferred destination region: % Middle East, financially less resilient, climate not a threat",25,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3). 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
C4_10_less_threat_middle_east,11,Chart 10,"Preferred destination region: % Middle East, financially less resilient, climate a threat",16,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3). 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
C4_10_more_not_middle_east,11,Chart 10,"Preferred destination region: % Middle East, financially more resilient, climate not a threat",21,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3). 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
C4_10_more_threat_middle_east,11,Chart 10,"Preferred destination region: % Middle East, financially more resilient, climate a threat",12,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3). 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
C4_10_less_not_southeastern_asia,11,Chart 10,"Preferred destination region: % Southeast Asia, financially less resilient, climate not a threat",14,pct,,chart,Y,WP1325; WP3120,"Share of those who would like to migrate naming a destination in each region (destination country, Gallup WP3120, mapped to GlobalRegion); 2021 and 2023 pooled, PROJWT. 'Threat' is very or somewhat serious (WP20719 = 1, 2), 'not' is not a threat at all (3). 'Less' is less than a month (WP22228 = 1), 'more' is a month or more (2)."
