position,variable,label,block,type,n_valid,n_missing,min,max,mean,value_labels,derivation
24,worry_score,"Worry score, 5 common items, 0-1 (comparable across all waves)",harmonised,numeric,142042,12153,0.0,1.0,0.458961,,"Mean of the five worry items asked in identical form in every wave (food, drinking water, violent crime, severe weather, mental health), scored very worried 1, somewhat worried 0.5, not worried 0. All five must be answered."
25,worry_score_core7,"Worry score, 7 items, 0-1 (comparable 2021-2025)",harmonised,numeric,0,154195,,,,,Not available: worry about traffic accidents and about your own work were not asked in 2019.
26,worry_index_published,Worry index as published by LRF for this wave,harmonised,numeric,135353,18842,-0.017963,1.022678,0.428261,,"Worried.Index as published for wave 1: Rasch-weighted, min-max scaled, over the seven 2019 worry items (which include electrical power lines and household appliances, dropped after 2019). Not comparable across waves: both the item set and the construction change. Use worry_score for trends."
27,experience_score,"Experience score, 5 common items, any experience, 0-1 (comparable across waves)",harmonised,numeric,144757,9438,0.0,1.0,0.219746,,"Proportion of the five common items on which the respondent reports harm in the past two years. 2019 asked only whether the respondent had personally experienced harm, so this equals experience_score_self. All five items must be answered."
28,experience_score_self,"Experience score, 5 common items, personally experienced, 0-1",harmonised,numeric,144757,9438,0.0,1.0,0.219746,,Identical to experience_score in 2019: the question asked about the respondent only.
29,experience_score_core7,"Experience score, 7 items, any experience, 0-1 (comparable 2021-2025)",harmonised,numeric,0,154195,,,,,Not available: harm from traffic accidents and from work were not asked in 2019.
30,experience_index_published,Experience index as published by LRF for this wave,harmonised,numeric,141587,12608,-4.5e-05,1.000361,0.191888,,"Experienced.Index as published for wave 1: Rasch-weighted, min-max scaled, over the seven 2019 experience items."
31,worry_exp_gap,worry_score minus experience_score,harmonised,numeric,136065,18130,-1.0,1.0,0.234563,,"worry_score minus experience_score, both on the five common items."
32,resilience_index,"Resilience Index, 0-1",harmonised,numeric,0,154195,,,,,Empty: the resilience questions began in 2021.
33,resilience_index_100,"Resilience Index, 0-100",harmonised,numeric,0,154195,,,,,Empty: the resilience questions began in 2021.
34,resilience_idv,"Resilience: individual dimension, 0-1",harmonised,numeric,0,154195,,,,,Empty: the resilience questions began in 2021.
35,resilience_hhl,"Resilience: household dimension, 0-1",harmonised,numeric,0,154195,,,,,Empty: the resilience questions began in 2021.
36,resilience_com,"Resilience: community dimension, 0-1",harmonised,numeric,0,154195,,,,,Empty: the resilience questions began in 2021.
37,resilience_soc,"Resilience: society dimension, 0-1",harmonised,numeric,0,154195,,,,,Empty: the resilience questions began in 2021.
38,FIELD_DATE,Study Completion Date,wave-specific,date,154195,0,,,,,As supplied in the source file for this wave.
39,EMP_FTEMP,Employed Full Time for an Employer Index (workforce),wave-specific,numeric,93116,61079,0.0,1.0,,1 = Index Score,As supplied in the source file for this wave.
40,EMP_FTEMP_POP,Payroll to Population Index (P2P),wave-specific,numeric,154195,0,0.0,1.0,,0 = Not full-time for an employer | 1 = Full-time for an employer,As supplied in the source file for this wave.
41,EMP_LFPR,Labor Force Participation Index,wave-specific,numeric,154195,0,0.0,1.0,,1 = Index Score,As supplied in the source file for this wave.
42,EMP_UNDER,Underemployment Index,wave-specific,numeric,93116,61079,0.0,1.0,,0 = Not Underemployed | 1 = Underemployed,As supplied in the source file for this wave.
43,EMP_UNEMP,Unemployment Index,wave-specific,numeric,93116,61079,0.0,1.0,,0 = Not Unemployed | 1 = Unemployed,As supplied in the source file for this wave.
44,EMP_WORK_HOURS,Total Number of Hours Work Per Week,wave-specific,numeric,82422,71773,1.0,98.0,,1 = Less than 15 hours per week | 2 = 15 to 29 hours per week | 3 = 30 to 39 hours per week | 4 = 40 to 49 hours per week | 5 = 50 or more hours per week | 98 = No answer,As supplied in the source file for this wave.
45,REG_GLOBAL,Global Region,wave-specific,numeric,154195,0,1.0,12.0,,1 = European Union | 3 = Europe-Other | 4 = Commonwealth of Independent States | 5 = Australia-New Zealand | 6 = Southeast Asia | 7 = South Asia | 8 = East Asia | 9 = Latin America and the Caribbean | 10 = Northern America | 11 = Middle East and North Africa | 12 = Sub-Saharan Africa,As supplied in the source file for this wave.
46,REG2_GLOBAL,Region 2 Global,wave-specific,numeric,154195,0,1.0,6.0,,1 = Europe | 2 = Former Soviet Union | 3 = Asia | 4 = Americas | 5 = Middle East and North Africa | 6 = Sub-Saharan Africa,As supplied in the source file for this wave.
47,L1,"When Hear The Word Risk, Think More About Opportunity or Danger",wave-specific,numeric,154195,0,1.0,99.0,,1 = Opportunity | 2 = Danger | 3 = (Both) | 4 = (Neither) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
48,L2,"Feel More Safe, Less Safe or About as Safe Compared to Five Years Ago",wave-specific,numeric,154195,0,1.0,99.0,,1 = More safe | 2 = Less safe | 3 = About as safe | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
49,L3_A,Greatest Source of Risk to Safety in Your Daily Life (Coded Response),wave-specific,numeric,154195,0,1.0,99.0,,"1 = Road-related accidents/injuries (such as using a bicycle, car, motorbike, truck, van, bus, etc.) | 2 = Other transportation-related accidents/injuries (such as subway, train, plane, etc.) | 3 = Crime/violence/terrorism | 4 = Cooking or other household accidents/injuries | 5 = Financial: not having enough money to pay for the things you need | 6 = Economy-related, such as unemployment, high prices | 7 = Politics/political situation/corruption | 8 = Internet/technology related risks | 9 = Health: personal health condition/illness | 10 = Health: drugs, alcohol, smoking | 11 = Water supply or drinking unclean water | 12 = Food-related: eating unsafe contaminated food | 13 = Pollution | 14 = Work-related accidents: physical injuries | 15 = Mental stress/exhaustion | 16 = Climate change, natural disasters or weather-related events (such as floods, drought, wild fires, etc.) | 17 = Drowning | 18 = Other | 19 = Nothing/No risks | 98 = Dont know | 99 = Refused",As supplied in the source file for this wave.
50,L3_B,Another Major Source of Risk to Safety In Your Daily Life (Coded Response),wave-specific,numeric,123337,30858,1.0,99.0,,"1 = Road-related accidents/injuries (such as using a bicycle, car, motorbike, truck, van, bus, etc.) | 2 = Other transportation-related accidents/injuries (such as subway, train, plane, etc.) | 3 = Crime/violence/terrorism | 4 = Cooking or other household accidents/injuries | 5 = Financial: not having enough money to pay for the things you need | 6 = Economy-related, such as unemployment, high prices | 7 = Politics/political situation/corruption | 8 = Internet/technology related risks | 9 = Health: personal health condition/illness | 10 = Health: drugs, alcohol, smoking | 11 = Water supply or drinking unclean water | 12 = Food-related: eating unsafe contaminated food | 13 = Pollution | 14 = Work-related accidents: physical injuries | 15 = Mental stress/exhaustion | 16 = Climate change, natural disasters or weather-related events (such as floods, drought, wild fires, etc.) | 17 = Drowning | 18 = Other | 19 = Nothing/No risks | 98 = Dont know | 99 = Refused",As supplied in the source file for this wave.
51,L4A,Help or Harm People in Country in Next 20 Years: Genetically-Modified Food,wave-specific,numeric,154195,0,1.0,99.0,,1 = Mostly help | 2 = Mostly harm | 3 = Do not have an opinion | 4 = (Neither) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
52,L4B,Help or Harm People in Country in Next 20 Years: Use of Nuclear Power for Electricity,wave-specific,numeric,154195,0,1.0,99.0,,1 = Mostly help | 2 = Mostly harm | 3 = Do not have an opinion | 4 = (Neither) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
53,L4C,Help or Harm People in Country in Next 20 Years: Artificial Intelligence,wave-specific,numeric,154195,0,1.0,99.0,,1 = Mostly help | 2 = Mostly harm | 3 = Do not have an opinion | 4 = (Neither) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
54,L5,Climate Change a Threat to People in Country in Next 20 Years,wave-specific,numeric,154195,0,1.0,99.0,,1 = Very serious threat | 2 = Somewhat serious threat | 3 = Not a threat at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
55,L6A,Worried Food You Eat Could Cause You Serious Harm,wave-specific,numeric,154195,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
56,L6B,Worried Water You Drink Could Cause You Serious Harm,wave-specific,numeric,154195,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
57,L6C,Worried Violent Crime Could Cause You Serious Harm,wave-specific,numeric,154195,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
58,L6D,Worried Severe Weather Events Could Cause You Serious Harm,wave-specific,numeric,154195,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
59,L6E,Worried Electrical Power Lines Could Cause You Serious Harm,wave-specific,numeric,154195,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
60,L6F,Worked Household Appliances Could Cause You Serious Harm,wave-specific,numeric,154195,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
61,L6G,Worried Mental Health Issues Could Cause You Serious Harm,wave-specific,numeric,154195,0,1.0,99.0,,1 = Very worried | 2 = Somewhat worried | 3 = Not worried | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
62,L7A,How Likely Food You Eat Could Cause you Serious Harm in Next Two Years,wave-specific,numeric,153165,1030,1.0,99.0,,1 = Very likely | 2 = Somewhat likely | 3 = Not likely at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
63,L7B,How Likely Water You Drink Could Cause You Serious Harm in Next Two Years,wave-specific,numeric,153165,1030,1.0,99.0,,1 = Very likely | 2 = Somewhat likely | 3 = Not likely at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
64,L7C,How Likely Violent Crime Could Cause You Serious Harm in Next Two Years,wave-specific,numeric,153165,1030,1.0,99.0,,1 = Very likely | 2 = Somewhat likely | 3 = Not likely at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
65,L7D,How Likely Severe Weather Events Could Cause You Serious Harm in Next Two Years,wave-specific,numeric,153165,1030,1.0,99.0,,1 = Very likely | 2 = Somewhat likely | 3 = Not likely at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
66,L7E,How Likely Electrical Power Lines Could Cause You Serious Harm in Next Two Years,wave-specific,numeric,153165,1030,1.0,99.0,,1 = Very likely | 2 = Somewhat likely | 3 = Not likely at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
67,L7F,How Likely Household Appliances Could Cause You Serious Harm in Next Two Years,wave-specific,numeric,153165,1030,1.0,99.0,,1 = Very likely | 2 = Somewhat likely | 3 = Not likely at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
68,L7G,How Likely Mental Health Issues Could Cause You Serious Harm in Next Two Years,wave-specific,numeric,153165,1030,1.0,99.0,,1 = Very likely | 2 = Somewhat likely | 3 = Not likely at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
69,L8A,Experienced Serious Harm From Eating Food in Past Two Years,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
70,L8B,Experienced Serious Harm From Drinking Water in Past Two Years,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
71,L8C,Experienced Serious Harm From Violent Crime in Past Two Years,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
72,L8D,Experienced Serious Harm From Severe Weather Events in Past Two Years,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
73,L8E,Experienced Serious Harm From Electrical Power Lines in Past Two Years,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
74,L8F,Experienced Serious Harm From Household Appliances in Past Two Years,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
75,L8G,Experienced Serious Harm From Mental Health Issues in Past Two Years,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
76,L9A,How Likely You Are to Be in a Traffic Accident in Next Two Years,wave-specific,numeric,153165,1030,0.0,99.0,,0 = Not likely at all | 1 =  | 2 =  | 3 =  | 4 =  | 5 =  | 6 =  | 7 =  | 8 =  | 9 =  | 10 = Very likely | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
77,L9B,How Likely You Are to Be Physically Attacked by Someone in Next Two Years,wave-specific,numeric,153165,1030,0.0,99.0,,0 = Not likely at all | 1 =  | 2 =  | 3 =  | 4 =  | 5 =  | 6 =  | 7 =  | 8 =  | 9 =  | 10 = Very likely | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
78,L9C,How Likely You Are to Be in an Airplane Accident in Next Two Years,wave-specific,numeric,153165,1030,0.0,99.0,,0 = Not likely at all | 1 =  | 2 =  | 3 =  | 4 =  | 5 =  | 6 =  | 7 =  | 8 =  | 9 =  | 10 = Very likely | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
79,L9D,How Likely You Are to Drown in Next Two Years,wave-specific,numeric,153165,1030,0.0,99.0,,0 = Not likely at all | 1 =  | 2 =  | 3 =  | 4 =  | 5 =  | 6 =  | 7 =  | 8 =  | 9 =  | 10 = Very likely | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
80,L9E,How Likely You Are to be Struck by Lightning in Next Two Years,wave-specific,numeric,153165,1030,0.0,99.0,,0 = Not likely at all | 1 =  | 2 =  | 3 =  | 4 =  | 5 =  | 6 =  | 7 =  | 8 =  | 9 =  | 10 = Very likely | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
81,L10,Wear a Seatbelt in a Motorized Vehicle When One is Available,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
82,L11,Able to Swim Without Assistance,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
83,L12,"10% is Bigger, Smaller or the Same as 1 out of 10",wave-specific,numeric,153165,1030,1.0,99.0,,1 = 10% is bigger than 1 out of 10 | 2 = 10% is smaller than 1 out of 10 | 3 = 10% is the same as 1 out of 10 | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
84,L13A,Look to Friends or Family for Food Safety Information,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
85,L13B,Look to Medical Professionals for Food Safety Information,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
86,L13C,"Look to Newspapers, Television, or Radio for Food Safety Information",wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
87,L13D,Look to Internet/Social Media for Food Safety Information,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
88,L13E,Look to (Food Safety Authority) for Food Safety Information,wave-specific,numeric,153115,1080,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
89,L13F,Look to Packaging or Label on Food for Food Safety Information,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
90,L13G,Look to a Famous Person for Food Safety Information,wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
91,L13H,Look to Local Religious Leaders for Food Safety Information,wave-specific,numeric,153195,1000,1.0,99.0,,1 = Yes | 2 = No | 97 = (Does not apply) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
92,L14,Trust Most to Provide Information About Food Safety,wave-specific,numeric,147528,6667,1.0,99.0,,"1 = Friends or family | 2 = Medical professionals, such as your local doctor or nurse | 3 = Newspapers, television or radio | 4 = The Internet/social media | 5 = [INSERT country-specific relevant government agency responsible for providing food safety information] | 6 = The packaging or label on the food | 7 = A famous person you like | 8 = Local religious leaders | 9 = Would trust none of them | 10 = Some other source | 98 = Dont know | 99 = Refused",As supplied in the source file for this wave.
93,L15,Government Should Require Businesses to Adopt Safety Procedures and Rules,wave-specific,numeric,152106,2089,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
94,L16A,Government Does a Good Job Ensuring the Food You Buy is Safe,wave-specific,numeric,152106,2089,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
95,L16B,Government Does a Good Job Ensuring the Water You Drink is Safe,wave-specific,numeric,152106,2089,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
96,L16C,Government Does a Good Job Ensuring the Powerlines in the City or Area Where You Live are Safe,wave-specific,numeric,152106,2089,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
97,L17A,How Likely a Neighbor Would be to Return a Small Bag of Great Financial Value to You if Found,wave-specific,numeric,154195,0,1.0,99.0,,1 = Very likely | 2 = Somewhat likely | 3 = Not likely at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
98,L17B,How Likely a Stranger Would be to Return a Small Bag of Great Financial Value to You if Found,wave-specific,numeric,154195,0,1.0,99.0,,1 = Very likely | 2 = Somewhat likely | 3 = Not likely at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
99,L17C,How Likely the Police Would be to Return a Small Bag of Great Financial Value to You if Found,wave-specific,numeric,150985,3210,1.0,99.0,,1 = Very likely | 2 = Somewhat likely | 3 = Not likely at all | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
100,L18,How Likely to be Injured While Working in Next Two Years,wave-specific,numeric,77352,76843,0.0,10.0,,0 = Not likely at all | 1 =  | 2 =  | 3 =  | 4 =  | 5 =  | 6 =  | 7 =  | 8 =  | 9 =  | 10 = Very likely | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
101,L19,Ever Been Seriously Injured While Working,wave-specific,numeric,82422,71773,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
102,L20A,Risk to Personal Safety While Working: Operating Equipment or Heavy Machinery,wave-specific,numeric,82422,71773,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
103,L20B,Risk to Personal Safety While Working: Fire,wave-specific,numeric,82422,71773,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
104,L20C,Risk to Personal Safety While Working: Exposure to Chemical or Biological Substances,wave-specific,numeric,82422,71773,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
105,L20D,Risk to Personal Safety While Working: Physical Harassment or Violence,wave-specific,numeric,81951,72244,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
106,L20E,Risk to Personal Safety While Working: Tripping or Falling,wave-specific,numeric,82422,71773,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
107,L21A,Experienced Injury or Harm While Working in Past Two Years: Operating Equipment or Heavy Machinery,wave-specific,numeric,82422,71773,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
108,L21B,Experienced Injury or Harm While Working in Past Two Years: Fire,wave-specific,numeric,82422,71773,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
109,L21C,Experienced Injury or Harm While Working in Past Two Years: Exposure to Chemicals or Biological Substances,wave-specific,numeric,82422,71773,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
110,L21D,Experienced Injury or Harm While Working in Past Two Years: Physical Harassment or Violence,wave-specific,numeric,81951,72244,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
111,L21E,Experienced Injury or Harm While Working in Past Two Years: Tripping or Falling,wave-specific,numeric,82422,71773,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
112,L22,Free To Report Safety Problems To Employer Without Fear of Punishment,wave-specific,numeric,49136,105059,1.0,99.0,,1 = Agree | 2 = Disagree | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
113,L23,Who is Most Responsible for Your Safety While Working Other Than Yourself,wave-specific,numeric,49136,105059,1.0,99.0,,1 = Your employer | 2 = The trade or labour union | 3 = The government | 4 = (No one else is responsible) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
114,L24A,Care About Your Safety While Working: Your Co-workers,wave-specific,numeric,49136,105059,1.0,99.0,,1 = Yes | 2 = No | 97 = Does not apply | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
115,L24B,Care About Your Safety While Working: Your Boss or Supervisor,wave-specific,numeric,49136,105059,1.0,99.0,,1 = Yes | 2 = No | 97 = Does not apply | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
116,L24C,Care About Your Safety While Working: The Trade or Labour Union,wave-specific,numeric,46864,107331,1.0,99.0,,1 = Yes | 2 = No | 97 = Does not apply | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
117,L25,Safety Rules at Work Are Good or Make Job More Difficult,wave-specific,numeric,49136,105059,1.0,99.0,,1 = A good thing | 2 = Make your job more difficult to do | 3 = (Both) | 97 = (Does not apply/No safety rules at work) | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
118,L26,"Used Internet, Including Social Media, in Past 30 Days",wave-specific,numeric,154195,0,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
119,L27A,Worry When Using the Internet or Social Media: Online Bullying,wave-specific,numeric,89613,64582,1.0,99.0,,1 = Yes | 2 = No | 98 = (DK) | 99 = (Refused),As supplied in the source file for this wave.
