finding_id,page,section,description,published_value,unit,tolerance,source,requires_gallup,gallup_items,note
C2_2_se_asia_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Southeastern Asia",10,pp,,chart,N,,
C2_2_south_asia,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Southern Asia",21,pct,,chart,N,,
C2_2_south_asia_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Southern Asia",13,pp,,chart,N,,
C2_2_south_europe,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Southern Europe",19,pct,,chart,N,,
C2_2_south_europe_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Southern Europe",0,pp,,chart,N,,'No change' recorded as 0.
C2_2_nw_europe,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Northern/Western Europe",18,pct,,chart,N,,
C2_2_nw_europe_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Northern/Western Europe",-3,pp,,chart,N,,
C2_2_cw_africa,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Central/Western Africa",16,pct,,chart,N,,
C2_2_cw_africa_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Central/Western Africa",-1,pp,,chart,N,,
C2_2_middle_east,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Middle East",12,pct,,chart,N,,
C2_2_middle_east_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Middle East",0,pp,,chart,N,,'No change' recorded as 0.
C2_2_east_asia,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Eastern Asia",11,pct,,chart,N,,
C2_2_east_asia_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Eastern Asia",-14,pp,,chart,N,,
C2_2_latam,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Latin America & the Caribbean",10,pct,,chart,N,,
C2_2_latam_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Latin America & the Caribbean",0,pp,,chart,N,,'No change' recorded as 0.
C2_2_east_africa,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Eastern Africa",9,pct,,chart,N,,
C2_2_east_africa_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Eastern Africa",2,pp,,chart,N,,
C2_2_north_africa,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Northern Africa",9,pct,,chart,N,,
C2_2_north_africa_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Northern Africa",2,pp,,chart,N,,
C2_2_east_europe,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Eastern Europe",8,pct,,chart,N,,
C2_2_east_europe_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Eastern Europe",-5,pp,,chart,N,,
C2_2_central_asia,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Central Asia",7,pct,,chart,N,,
C2_2_central_asia_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Central Asia",2,pp,,chart,N,,
C2_2_south_africa,8,Chart 2.2,"Road-related accidents named as the greatest risk to safety, 2023: % Southern Africa",6,pct,,chart,N,,
C2_2_south_africa_chg,8,Chart 2.2,"Road-related accidents named as the greatest risk: change vs 2021 (pp), Southern Africa",0,pp,,chart,N,,'No change' recorded as 0.
C2_3_traffic_very,9,Chart 2.3,"Worried that traffic/roadside accidents could cause serious harm, 2023: % very worried",39,pct,,chart,N,,
C2_3_traffic_somewhat,9,Chart 2.3,"Worried that traffic/roadside accidents could cause serious harm, 2023: % somewhat worried",37,pct,,chart,N,,
C2_3_traffic_total,9,Chart 2.3,"Worried that traffic/roadside accidents could cause serious harm, 2023: % total worried (very + somewhat)",76,pct,,chart,N,,
C2_3_weather_very,9,Chart 2.3,"Worried that severe weather events could cause serious harm, 2023: % very worried",37,pct,,chart,N,,
C2_3_weather_somewhat,9,Chart 2.3,"Worried that severe weather events could cause serious harm, 2023: % somewhat worried",35,pct,,chart,N,,
C2_3_weather_total,9,Chart 2.3,"Worried that severe weather events could cause serious harm, 2023: % total worried (very + somewhat)",71,pct,,chart,N,,
C2_3_crime_very,9,Chart 2.3,"Worried that violent crime could cause serious harm, 2023: % very worried",34,pct,,chart,N,,
C2_3_crime_somewhat,9,Chart 2.3,"Worried that violent crime could cause serious harm, 2023: % somewhat worried",31,pct,,chart,N,,
C2_3_crime_total,9,Chart 2.3,"Worried that violent crime could cause serious harm, 2023: % total worried (very + somewhat)",65,pct,,chart,N,,
C2_3_food_very,9,Chart 2.3,"Worried that the food you eat could cause serious harm, 2023: % very worried",21,pct,,chart,N,,
C2_3_food_somewhat,9,Chart 2.3,"Worried that the food you eat could cause serious harm, 2023: % somewhat worried",37,pct,,chart,N,,
C2_3_food_total,9,Chart 2.3,"Worried that the food you eat could cause serious harm, 2023: % total worried (very + somewhat)",59,pct,,chart,N,,
C2_3_mental_very,9,Chart 2.3,"Worried that mental health issues could cause serious harm, 2023: % very worried",23,pct,,chart,N,,
C2_3_mental_somewhat,9,Chart 2.3,"Worried that mental health issues could cause serious harm, 2023: % somewhat worried",32,pct,,chart,N,,
C2_3_mental_total,9,Chart 2.3,"Worried that mental health issues could cause serious harm, 2023: % total worried (very + somewhat)",55,pct,,chart,N,,
C2_3_work_very,9,Chart 2.3,"Worried that work could cause serious harm, 2023: % very worried",19,pct,,chart,N,,Asked only of those who work (WP22214).
C2_3_work_somewhat,9,Chart 2.3,"Worried that work could cause serious harm, 2023: % somewhat worried",32,pct,,chart,N,,Asked only of those who work (WP22214).
C2_3_work_total,9,Chart 2.3,"Worried that work could cause serious harm, 2023: % total worried (very + somewhat)",51,pct,,chart,N,,Asked only of those who work (WP22214).
C2_3_water_very,9,Chart 2.3,"Worried that the water you drink could cause serious harm, 2023: % very worried",19,pct,,chart,N,,
C2_3_water_somewhat,9,Chart 2.3,"Worried that the water you drink could cause serious harm, 2023: % somewhat worried",30,pct,,chart,N,,
C2_3_water_total,9,Chart 2.3,"Worried that the water you drink could cause serious harm, 2023: % total worried (very + somewhat)",49,pct,,chart,N,,
X27,"9, 29",Chapter 2,"Very or somewhat worried about harm from traffic/roadside accidents, 2023",76,pct,,text,N,,
X28,9,Chapter 2,"Very worried about harm from traffic/roadside accidents, 2023",39,pct,,text,N,,
X29,9,Chapter 2,"Somewhat worried about harm from traffic/roadside accidents, 2023",37,pct,,text,N,,
X30,9,Chapter 2,"Increase (pp) in worry (very or somewhat) about traffic accidents, 2021 to 2023",5,pp,,text,N,,
X31,"9, 29",Chapter 2,"Very or somewhat worried about harm from traffic/roadside accidents, 2021",71,pct,,text,N,,
X32,9,Chapter 2,"Very or somewhat worried about harm from severe weather events, 2023",71,pct,,text,N,,
X33,9,Chapter 2,"Very or somewhat worried about harm from violent crime, 2023",65,pct,,text,N,,
X34,9,Chapter 2,"Very or somewhat worried about harm from the food you eat, 2023",59,pct,,text,N,,
X35,9,Chapter 2,"Very or somewhat worried about harm from the water you drink, 2023",49,pct,,text,N,,
X36,9,Chapter 2,"Very or somewhat worried about harm from the work you do, 2023",51,pct,,text,N,,Asked only of those who work.
X37,10,Chapter 2,"Personally experienced serious harm from traffic/roadside accidents in the past two years, 2023",15,pct,,text,N,,"Personally = 'yes, personally' or 'both' (WP22446 1, 3)."
X38,10,Chapter 2,"Know someone who has experienced serious harm from traffic accidents (not personally), 2023",25,pct,,text,N,,
X39,10,Chapter 2,"Experienced or know someone who has experienced harm from traffic accidents, 2023",40,pct,,text,N,,
X40,10,Chapter 2,"Personally experienced serious harm from traffic accidents, 2021",13,pct,,text,N,,
X41,10,Chapter 2,"Know someone who has experienced harm from traffic accidents (not personally), 2021",20,pct,,text,N,,
X42,10,Chapter 2,"Latin America & the Caribbean: very or somewhat worried about traffic accidents, 2023",80,pct,,text,N,,
X43,10,Chapter 2,"Latin America & the Caribbean: personally experienced harm from traffic accidents, 2023",10,pct,,text,N,,
X44,10,Chapter 2,"Northern/Western Europe: personally experienced harm from traffic accidents, 2023",6,pct,,text,N,,
X45,10,Chapter 2,"Northern/Western Europe: very or somewhat worried about traffic accidents, 2023",55,pct,,text,N,,
X46,10,Chapter 2,"Countries with an increase of 4 points or more in personal experience of traffic harm, 2021-2023",17,count,0,text,N,,
X47,10,Chapter 2,"Countries with a decrease of 4 points or more in personal experience of traffic harm, 2021-2023",16,count,0,text,N,,
X48,10,Chapter 2,Average margin of error across countries (points),3.9,pp,0.1,text,N,,Approximated here as the mean over countries of 1.96 x sqrt(deff x 0.25 / n) with the Kish design effect of WGT.
C2_5_experience_decrease,10,Chart 2.5,"Number of countries with a change of 4 points or more vs 2021 in traffic accidents: personal experience, decrease",16,count,0,chart,N,,Changes between country figures rounded to whole numbers; 120 countries in both waves.
C2_5_experience_increase,10,Chart 2.5,"Number of countries with a change of 4 points or more vs 2021 in traffic accidents: personal experience, increase",17,count,0,chart,N,,Changes between country figures rounded to whole numbers; 120 countries in both waves.
C2_5_worry_decrease,10,Chart 2.5,"Number of countries with a change of 4 points or more vs 2021 in traffic accidents: worry, decrease",29,count,0,chart,N,,Changes between country figures rounded to whole numbers; 120 countries in both waves.
C2_5_worry_increase,10,Chart 2.5,"Number of countries with a change of 4 points or more vs 2021 in traffic accidents: worry, increase",36,count,0,chart,N,,Changes between country figures rounded to whole numbers; 120 countries in both waves.
C2_6_worry_ITA_2021,11,Chart 2.6,"ITA: % very or somewhat worried about traffic accidents, 2021",64,pct,,chart,N,,
C2_6_worry_ITA_2023,11,Chart 2.6,"ITA: % very or somewhat worried about traffic accidents, 2023",85,pct,,chart,N,,
C2_6_worry_ITA_chg,11,Chart 2.6,"ITA: change (pp) in % very or somewhat worried about traffic accidents, 2021-2023",21,pp,,chart,N,,
C2_6_worry_ARE_2021,11,Chart 2.6,"ARE: % very or somewhat worried about traffic accidents, 2021",40,pct,,chart,N,,
C2_6_worry_ARE_2023,11,Chart 2.6,"ARE: % very or somewhat worried about traffic accidents, 2023",58,pct,,chart,N,,
C2_6_worry_ARE_chg,11,Chart 2.6,"ARE: change (pp) in % very or somewhat worried about traffic accidents, 2021-2023",18,pp,,chart,N,,
C2_6_worry_FRA_2021,11,Chart 2.6,"FRA: % very or somewhat worried about traffic accidents, 2021",46,pct,,chart,N,,
C2_6_worry_FRA_2023,11,Chart 2.6,"FRA: % very or somewhat worried about traffic accidents, 2023",60,pct,,chart,N,,
C2_6_worry_FRA_chg,11,Chart 2.6,"FRA: change (pp) in % very or somewhat worried about traffic accidents, 2021-2023",14,pp,,chart,N,,
C2_6_worry_CHN_2021,11,Chart 2.6,"CHN: % very or somewhat worried about traffic accidents, 2021",56,pct,,chart,N,,
C2_6_worry_CHN_2023,11,Chart 2.6,"CHN: % very or somewhat worried about traffic accidents, 2023",70,pct,,chart,N,,
C2_6_worry_CHN_chg,11,Chart 2.6,"CHN: change (pp) in % very or somewhat worried about traffic accidents, 2021-2023",14,pp,,chart,N,,
C2_6_worry_VNM_2021,11,Chart 2.6,"VNM: % very or somewhat worried about traffic accidents, 2021",78,pct,,chart,N,,
C2_6_worry_VNM_2023,11,Chart 2.6,"VNM: % very or somewhat worried about traffic accidents, 2023",91,pct,,chart,N,,
C2_6_worry_VNM_chg,11,Chart 2.6,"VNM: change (pp) in % very or somewhat worried about traffic accidents, 2021-2023",13,pp,,chart,N,,
C2_6_worry_SLE_2021,11,Chart 2.6,"SLE: % very or somewhat worried about traffic accidents, 2021",86,pct,,chart,N,,
C2_6_worry_SLE_2023,11,Chart 2.6,"SLE: % very or somewhat worried about traffic accidents, 2023",77,pct,,chart,N,,
C2_6_worry_SLE_chg,11,Chart 2.6,"SLE: change (pp) in % very or somewhat worried about traffic accidents, 2021-2023",-9,pp,,chart,N,,
C2_6_worry_THA_2021,11,Chart 2.6,"THA: % very or somewhat worried about traffic accidents, 2021",68,pct,,chart,N,,
C2_6_worry_THA_2023,11,Chart 2.6,"THA: % very or somewhat worried about traffic accidents, 2023",58,pct,,chart,N,,
C2_6_worry_THA_chg,11,Chart 2.6,"THA: change (pp) in % very or somewhat worried about traffic accidents, 2021-2023",-10,pp,,chart,N,,
C2_6_worry_HRV_2021,11,Chart 2.6,"HRV: % very or somewhat worried about traffic accidents, 2021",70,pct,,chart,N,,
C2_6_worry_HRV_2023,11,Chart 2.6,"HRV: % very or somewhat worried about traffic accidents, 2023",59,pct,,chart,N,,
C2_6_worry_HRV_chg,11,Chart 2.6,"HRV: change (pp) in % very or somewhat worried about traffic accidents, 2021-2023",-11,pp,,chart,N,,
C2_6_worry_MDA_2021,11,Chart 2.6,"MDA: % very or somewhat worried about traffic accidents, 2021",87,pct,,chart,N,,
C2_6_worry_MDA_2023,11,Chart 2.6,"MDA: % very or somewhat worried about traffic accidents, 2023",70,pct,,chart,N,,
C2_6_worry_MDA_chg,11,Chart 2.6,"MDA: change (pp) in % very or somewhat worried about traffic accidents, 2021-2023",-17,pp,,chart,N,,
C2_6_worry_POL_2021,11,Chart 2.6,"POL: % very or somewhat worried about traffic accidents, 2021",80,pct,,chart,N,,
C2_6_worry_POL_2023,11,Chart 2.6,"POL: % very or somewhat worried about traffic accidents, 2023",59,pct,,chart,N,,
C2_6_worry_POL_chg,11,Chart 2.6,"POL: change (pp) in % very or somewhat worried about traffic accidents, 2021-2023",-21,pp,,chart,N,,
C2_6_experience_CHN_2021,11,Chart 2.6,"CHN: % personally experienced harm from traffic accidents, 2021",7,pct,,chart,N,,
C2_6_experience_CHN_2023,11,Chart 2.6,"CHN: % personally experienced harm from traffic accidents, 2023",17,pct,,chart,N,,
C2_6_experience_CHN_chg,11,Chart 2.6,"CHN: change (pp) in % personally experienced harm from traffic accidents, 2021-2023",10,pp,,chart,N,,
C2_6_experience_SLE_2021,11,Chart 2.6,"SLE: % personally experienced harm from traffic accidents, 2021",18,pct,,chart,N,,
C2_6_experience_SLE_2023,11,Chart 2.6,"SLE: % personally experienced harm from traffic accidents, 2023",28,pct,,chart,N,,
C2_6_experience_SLE_chg,11,Chart 2.6,"SLE: change (pp) in % personally experienced harm from traffic accidents, 2021-2023",10,pp,,chart,N,,
C2_6_experience_PAN_2021,11,Chart 2.6,"PAN: % personally experienced harm from traffic accidents, 2021",6,pct,,chart,N,,
C2_6_experience_PAN_2023,11,Chart 2.6,"PAN: % personally experienced harm from traffic accidents, 2023",14,pct,,chart,N,,
C2_6_experience_PAN_chg,11,Chart 2.6,"PAN: change (pp) in % personally experienced harm from traffic accidents, 2021-2023",8,pp,,chart,N,,
C2_6_experience_TUR_2021,11,Chart 2.6,"TUR: % personally experienced harm from traffic accidents, 2021",8,pct,,chart,N,,
C2_6_experience_TUR_2023,11,Chart 2.6,"TUR: % personally experienced harm from traffic accidents, 2023",15,pct,,chart,N,,
C2_6_experience_TUR_chg,11,Chart 2.6,"TUR: change (pp) in % personally experienced harm from traffic accidents, 2021-2023",7,pp,,chart,N,,
C2_6_experience_USA_2021,11,Chart 2.6,"USA: % personally experienced harm from traffic accidents, 2021",9,pct,,chart,N,,
C2_6_experience_USA_2023,11,Chart 2.6,"USA: % personally experienced harm from traffic accidents, 2023",15,pct,,chart,N,,
C2_6_experience_USA_chg,11,Chart 2.6,"USA: change (pp) in % personally experienced harm from traffic accidents, 2021-2023",6,pp,,chart,N,,
C2_6_experience_CMR_2021,11,Chart 2.6,"CMR: % personally experienced harm from traffic accidents, 2021",21,pct,,chart,N,,
C2_6_experience_CMR_2023,11,Chart 2.6,"CMR: % personally experienced harm from traffic accidents, 2023",13,pct,,chart,N,,
C2_6_experience_CMR_chg,11,Chart 2.6,"CMR: change (pp) in % personally experienced harm from traffic accidents, 2021-2023",-8,pp,,chart,N,,
C2_6_experience_BRA_2021,11,Chart 2.6,"BRA: % personally experienced harm from traffic accidents, 2021",15,pct,,chart,N,,
C2_6_experience_BRA_2023,11,Chart 2.6,"BRA: % personally experienced harm from traffic accidents, 2023",7,pct,,chart,N,,
C2_6_experience_BRA_chg,11,Chart 2.6,"BRA: change (pp) in % personally experienced harm from traffic accidents, 2021-2023",-9,pp,,chart,N,,
C2_6_experience_THA_2021,11,Chart 2.6,"THA: % personally experienced harm from traffic accidents, 2021",26,pct,,chart,N,,
C2_6_experience_THA_2023,11,Chart 2.6,"THA: % personally experienced harm from traffic accidents, 2023",16,pct,,chart,N,,
C2_6_experience_THA_chg,11,Chart 2.6,"THA: change (pp) in % personally experienced harm from traffic accidents, 2021-2023",-10,pp,,chart,N,,
C2_6_experience_MLI_2021,11,Chart 2.6,"MLI: % personally experienced harm from traffic accidents, 2021",25,pct,,chart,N,,
C2_6_experience_MLI_2023,11,Chart 2.6,"MLI: % personally experienced harm from traffic accidents, 2023",13,pct,,chart,N,,
C2_6_experience_MLI_chg,11,Chart 2.6,"MLI: change (pp) in % personally experienced harm from traffic accidents, 2021-2023",-12,pp,,chart,N,,
C2_6_experience_ZMB_2021,11,Chart 2.6,"ZMB: % personally experienced harm from traffic accidents, 2021",25,pct,,chart,N,,
C2_6_experience_ZMB_2023,11,Chart 2.6,"ZMB: % personally experienced harm from traffic accidents, 2023",11,pct,,chart,N,,
C2_6_experience_ZMB_chg,11,Chart 2.6,"ZMB: change (pp) in % personally experienced harm from traffic accidents, 2021-2023",-14,pp,,chart,N,,
C2_6_worry_up_top5,11,Chart 2.6,"Five countries with the largest increase in worry about traffic accidents, 2021-2023 (ISO3, sorted)",ARE; CHN; FRA; ITA; VNM,text,,chart,N,,
C2_6_worry_down_top5,11,Chart 2.6,"Five countries with the largest decrease in worry about traffic accidents, 2021-2023 (ISO3, sorted)",HRV; MDA; POL; SLE; THA,text,,chart,N,,
C2_6_experience_up_top5,11,Chart 2.6,"Five countries with the largest increase in personal experience of traffic harm, 2021-2023 (ISO3, sorted)",CHN; PAN; SLE; TUR; USA,text,,chart,N,,
C2_6_experience_down_top5,11,Chart 2.6,"Five countries with the largest decrease in personal experience of traffic harm, 2021-2023 (ISO3, sorted)",BRA; CMR; MLI; THA; ZMB,text,,chart,N,,
X49,11,Chapter 2,"China: change (pp) in personal experience of traffic harm, 2021-2023",10,pp,,text,N,,
X50,11,Chapter 2,"Sierra Leone: change (pp) in personal experience of traffic harm, 2021-2023",10,pp,,text,N,,
X51,11,Chapter 2,"Sierra Leone: change (pp) in worry about traffic accidents, 2021-2023",-9,pp,,text,N,,
C2_7_none_very,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (no experience): % very worried",32,pct,,chart,N,,
C2_7_none_somewhat,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (no experience): % somewhat worried",35,pct,,chart,N,,
C2_7_none_total,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (no experience): % total (very + somewhat)",67,pct,,chart,N,,
C2_7_know_very,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (yes, know someone who has experienced): % very worried",45,pct,,chart,N,,
C2_7_know_somewhat,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (yes, know someone who has experienced): % somewhat worried",42,pct,,chart,N,,
C2_7_know_total,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (yes, know someone who has experienced): % total (very + somewhat)",88,pct,,chart,N,,
C2_7_personal_very,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (yes, personally experienced): % very worried",59,pct,,chart,N,,
C2_7_personal_somewhat,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (yes, personally experienced): % somewhat worried",30,pct,,chart,N,,
C2_7_personal_total,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (yes, personally experienced): % total (very + somewhat)",90,pct,,chart,N,,
C2_7_both_very,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (both): % very worried",48,pct,,chart,N,,
C2_7_both_somewhat,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (both): % somewhat worried",41,pct,,chart,N,,
C2_7_both_total,12,Chart 2.7,"Worried about harm from traffic accidents, by experience of traffic harm (both): % total (very + somewhat)",89,pct,,chart,N,,
X52,12,Chapter 2,No experience of traffic harm: % very or somewhat worried about traffic accidents,67,pct,,text,N,,
X53,12,Chapter 2,No experience of traffic harm: % very worried about traffic accidents,32,pct,,text,N,,
X54,12,Chapter 2,No experience of traffic harm: % somewhat worried about traffic accidents,35,pct,,text,N,,
X55,12,Chapter 2,Know someone harmed in a traffic accident: % very or somewhat worried,88,pct,,text,N,,
X56,12,Chapter 2,Personally harmed in a traffic accident: % very or somewhat worried,90,pct,,text,N,,
X57,12,Chapter 2,Both personally harmed and know someone harmed: % very or somewhat worried,89,pct,,text,N,,
X58,12,Chapter 2,Personally harmed in a traffic accident (only): % very worried,59,pct,,text,N,,
X59,12,Chapter 2,Know someone harmed (only): % very worried,45,pct,,text,N,,
X60,12,Chapter 2,Both personally harmed and know someone harmed: % very worried,48,pct,,text,N,,
X61,12,Chapter 2,"Road-related accidents named as the greatest risk, among those with traffic harm experience 'no experience'",14,pct,,text,N,,'one in seven (14%)'.
