finding_id,page,section,description,published_value,unit,tolerance,source,requires_gallup,gallup_items,note
C1_3_northern_western_europe_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Northern/Western Europe",11,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_northern_western_europe_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Northern/Western Europe",33,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_northern_western_europe_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Northern/Western Europe",48,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_europe_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Southern Europe",5,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_europe_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Southern Europe",11,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_europe_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Southern Europe",36,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_europe_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Southern Europe",44,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_australia_nz_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Australia & New Zealand",14,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_australia_nz_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Australia & New Zealand",30,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_australia_nz_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Australia & New Zealand",51,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_northern_america_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Northern America",14,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_northern_america_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Northern America",30,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_northern_america_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Northern America",51,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_asia_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Eastern Asia",5,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_asia_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Eastern Asia",16,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_asia_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Eastern Asia",29,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_asia_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Eastern Asia",36,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_asia_dk,14,Chart 1.3,"Ability to cover basic needs if income was lost: % don't know, Eastern Asia",14,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_africa_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Eastern Africa",10,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_africa_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Eastern Africa",19,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_africa_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Eastern Africa",23,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_africa_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Eastern Africa",35,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_africa_dk,14,Chart 1.3,"Ability to cover basic needs if income was lost: % don't know, Eastern Africa",12,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southeastern_asia_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Southeastern Asia",7,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southeastern_asia_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Southeastern Asia",23,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southeastern_asia_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Southeastern Asia",33,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southeastern_asia_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Southeastern Asia",28,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southeastern_asia_dk,14,Chart 1.3,"Ability to cover basic needs if income was lost: % don't know, Southeastern Asia",10,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_central_asia_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Central Asia",8,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_central_asia_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Central Asia",22,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_central_asia_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Central Asia",27,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_central_asia_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Central Asia",20,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_central_asia_dk,14,Chart 1.3,"Ability to cover basic needs if income was lost: % don't know, Central Asia",22,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_europe_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Eastern Europe",9,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_europe_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Eastern Europe",22,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_europe_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Eastern Europe",36,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_europe_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Eastern Europe",26,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_eastern_europe_dk,14,Chart 1.3,"Ability to cover basic needs if income was lost: % don't know, Eastern Europe",7,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_central_western_africa_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Central/Western Africa",15,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_central_western_africa_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Central/Western Africa",17,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_central_western_africa_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Central/Western Africa",23,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_central_western_africa_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Central/Western Africa",28,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_central_western_africa_dk,14,Chart 1.3,"Ability to cover basic needs if income was lost: % don't know, Central/Western Africa",17,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_africa_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Southern Africa",12,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_africa_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Southern Africa",21,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_africa_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Southern Africa",26,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_africa_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Southern Africa",28,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_africa_dk,14,Chart 1.3,"Ability to cover basic needs if income was lost: % don't know, Southern Africa",12,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_latin_america_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Latin America & Caribbean",9,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_latin_america_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Latin America & Caribbean",27,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_latin_america_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Latin America & Caribbean",37,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_latin_america_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Latin America & Caribbean",21,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_latin_america_dk,14,Chart 1.3,"Ability to cover basic needs if income was lost: % don't know, Latin America & Caribbean",6,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_middle_east_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Middle East",12,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_middle_east_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Middle East",26,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_middle_east_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Middle East",33,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_middle_east_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Middle East",24,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_middle_east_dk,14,Chart 1.3,"Ability to cover basic needs if income was lost: % don't know, Middle East",5,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_northern_africa_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Northern Africa",24,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_northern_africa_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Northern Africa",25,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_northern_africa_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Northern Africa",22,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_northern_africa_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Northern Africa",11,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_northern_africa_dk,14,Chart 1.3,"Ability to cover basic needs if income was lost: % don't know, Northern Africa",17,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_asia_lt_week,14,Chart 1.3,"Ability to cover basic needs if income was lost: % less than a week, Southern Asia",26,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_asia_week_to_month,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one week to less than a month, Southern Asia",31,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_asia_month_to_3,14,Chart 1.3,"Ability to cover basic needs if income was lost: % one month to three months, Southern Asia",25,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_asia_4_plus,14,Chart 1.3,"Ability to cover basic needs if income was lost: % four months or more, Southern Asia",8,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
C1_3_southern_asia_dk,14,Chart 1.3,"Ability to cover basic needs if income was lost: % don't know, Southern Asia",9,pct,,chart,N,,Values under 5% are not displayed. 'Don't know' includes refused and 'a month or more' with no follow-up answer.
X10_low_income,"6, 14",Chapter 1,Have access to the internet: low-income countries,27,pct,,text,Y,WP16056,
X10_lower_middle,"6, 14",Chapter 1,Have access to the internet: lower-middle-income countries,43,pct,,text,Y,WP16056,
X10_upper_middle,"6, 14",Chapter 1,Have access to the internet: upper-middle-income countries,81,pct,,text,Y,WP16056,
X10_high_income,"6, 14",Chapter 1,Have access to the internet: high-income countries,91,pct,,text,Y,WP16056,
C1_4_low_income_internet,15,Chart 1.4,"% have internet access, low-income countries",27,pct,,chart,Y,WP16056,
C1_4_low_income_mobile,15,Chart 1.4,"% have a mobile phone, low-income countries",67,pct,,chart,Y,WP17626,
C1_4_lower_middle_internet,15,Chart 1.4,"% have internet access, lower-middle-income countries",43,pct,,chart,Y,WP16056,
C1_4_lower_middle_mobile,15,Chart 1.4,"% have a mobile phone, lower-middle-income countries",76,pct,,chart,Y,WP17626,
C1_4_upper_middle_internet,15,Chart 1.4,"% have internet access, upper-middle-income countries",81,pct,,chart,Y,WP16056,
C1_4_upper_middle_mobile,15,Chart 1.4,"% have a mobile phone, upper-middle-income countries",97,pct,,chart,Y,WP17626,
C1_4_high_income_internet,15,Chart 1.4,"% have internet access, high-income countries",91,pct,,chart,Y,WP16056,
C1_4_high_income_mobile,15,Chart 1.4,"% have a mobile phone, high-income countries",96,pct,,chart,Y,WP17626,
C1_5_low_income_internet,16,Chart 1.5,"Could protect yourself or family: % yes among those with internet access, low-income countries",52,pct,,chart,Y,WP16056,
C1_5_low_income_no_internet,16,Chart 1.5,"Could protect yourself or family: % yes among those without internet access, low-income countries",36,pct,,chart,Y,WP16056,
C1_5_lower_middle_internet,16,Chart 1.5,"Could protect yourself or family: % yes among those with internet access, lower-middle-income countries",61,pct,,chart,Y,WP16056,
C1_5_lower_middle_no_internet,16,Chart 1.5,"Could protect yourself or family: % yes among those without internet access, lower-middle-income countries",47,pct,,chart,Y,WP16056,
C1_5_upper_middle_internet,16,Chart 1.5,"Could protect yourself or family: % yes among those with internet access, upper-middle-income countries",50,pct,,chart,Y,WP16056,
C1_5_upper_middle_no_internet,16,Chart 1.5,"Could protect yourself or family: % yes among those without internet access, upper-middle-income countries",41,pct,,chart,Y,WP16056,
C1_5_high_income_internet,16,Chart 1.5,"Could protect yourself or family: % yes among those with internet access, high-income countries",62,pct,,chart,Y,WP16056,
C1_5_high_income_no_internet,16,Chart 1.5,"Could protect yourself or family: % yes among those without internet access, high-income countries",45,pct,,chart,Y,WP16056,
X11,"6, 16",Chapter 1,Countries where a majority have a household disaster plan,14,count,0,text,N,,
X12,16,Chapter 1,"Of those countries, number in Southeastern Asia",7,count,0,text,N,,
X13,16,Chapter 1,Countries where at least 70% have a household disaster plan,3,count,0,text,N,,
C1_6_PHL,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, PHL",86,pct,,chart,N,,
C1_6_KHM,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, KHM",81,pct,,chart,N,,
C1_6_VNM,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, VNM",70,pct,,chart,N,,
C1_6_AUT,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, AUT",64,pct,,chart,N,,
C1_6_DEU,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, DEU",61,pct,,chart,N,,
C1_6_LAO,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, LAO",59,pct,,chart,N,,
C1_6_USA,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, USA",57,pct,,chart,N,,
C1_6_IDN,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, IDN",56,pct,,chart,N,,
C1_6_MOZ,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, MOZ",55,pct,,chart,N,,
C1_6_THA,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, THA",55,pct,,chart,N,,
C1_6_NIC,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, NIC",53,pct,,chart,N,,
C1_6_NZL,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, NZL",52,pct,,chart,N,,
C1_6_CHE,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, CHE",52,pct,,chart,N,,
C1_6_MYS,17,Chart 1.6,"Have a disaster plan all household members know about: % yes, MYS",52,pct,,chart,N,,
X14_a_lot,"6, 19",Chapter 2,Neighbours care about you and your wellbeing (global): % a lot,23,pct,,text,N,,
X14_somewhat,"6, 19",Chapter 2,Neighbours care about you and your wellbeing (global): % somewhat,43,pct,,text,N,,
X14_not_at_all,"6, 19",Chapter 2,Neighbours care about you and your wellbeing (global): % not at all,32,pct,,text,N,,
X15_low_income,6,Chapter 2,Neighbours care about you 'a lot': low-income countries,35,pct,,text,N,,
X15_high_income,6,Chapter 2,Neighbours care about you 'a lot': high-income countries,20,pct,,text,N,,
C2_1_low_income,20,Chart 2.1,Neighbours care about you 'a lot': low-income countries,35,pct,,chart,N,,
C2_1_lower_middle,20,Chart 2.1,Neighbours care about you 'a lot': lower-middle-income countries,28,pct,,chart,N,,
C2_1_upper_middle,20,Chart 2.1,Neighbours care about you 'a lot': upper-middle-income countries,19,pct,,chart,N,,
C2_1_high_income,20,Chart 2.1,Neighbours care about you 'a lot': high-income countries,20,pct,,chart,N,,
C2_1_rural,20,Chart 2.1,Neighbours care about you 'a lot': rural areas,29,pct,,chart,N,,
C2_1_small_town,20,Chart 2.1,Neighbours care about you 'a lot': small towns,24,pct,,chart,N,,
C2_1_large_city,20,Chart 2.1,Neighbours care about you 'a lot': large cities/suburbs,18,pct,,chart,N,,Large cities and suburbs (Urbanicity 3 and 6) give 19.0%; large cities alone give 17.6%.
X16_low_income,20,Chapter 2,Experienced a disaster in the past five years: low-income countries,42,pct,,text,N,,
X16_upper_middle,20,Chapter 2,Experienced a disaster in the past five years: upper-middle-income countries,25,pct,,text,N,,
X16_high_income,20,Chapter 2,Experienced a disaster in the past five years: high-income countries,23,pct,,text,N,,
X17_latin_america,20,Chapter 2,Helped a stranger in the past month: Latin America & Caribbean,75,pct,,text,Y,WP110,
X17_northern_america,20,Chapter 2,Helped a stranger in the past month: Northern America,72,pct,,text,Y,WP110,
X17_northern_western_europe,20,Chapter 2,Helped a stranger in the past month: Northern/Western Europe,47,pct,,text,Y,WP110,
X17_eastern_asia,20,Chapter 2,Helped a stranger in the past month: Eastern Asia,31,pct,,text,Y,WP110,
C2_2_latin_america,21,Chart 2.2,Helped a stranger in the past month: % yes: Latin America & Caribbean,75,pct,,chart,Y,WP110,Not asked in China.
C2_2_northern_america,21,Chart 2.2,Helped a stranger in the past month: % yes: Northern America,72,pct,,chart,Y,WP110,Not asked in China.
C2_2_central_western_africa,21,Chart 2.2,Helped a stranger in the past month: % yes: Central/Western Africa,70,pct,,chart,Y,WP110,Not asked in China.
C2_2_eastern_europe,21,Chart 2.2,Helped a stranger in the past month: % yes: Eastern Europe,70,pct,,chart,Y,WP110,Not asked in China.
C2_2_middle_east,21,Chart 2.2,Helped a stranger in the past month: % yes: Middle East,67,pct,,chart,Y,WP110,Not asked in China.
C2_2_southern_africa,21,Chart 2.2,Helped a stranger in the past month: % yes: Southern Africa,64,pct,,chart,Y,WP110,Not asked in China.
C2_2_eastern_africa,21,Chart 2.2,Helped a stranger in the past month: % yes: Eastern Africa,64,pct,,chart,Y,WP110,Not asked in China.
C2_2_australia_nz,21,Chart 2.2,Helped a stranger in the past month: % yes: Australia & New Zealand,64,pct,,chart,Y,WP110,Not asked in China.
C2_2_southeastern_asia,21,Chart 2.2,Helped a stranger in the past month: % yes: Southeastern Asia,58,pct,,chart,Y,WP110,Not asked in China.
C2_2_southern_asia,21,Chart 2.2,Helped a stranger in the past month: % yes: Southern Asia,57,pct,,chart,Y,WP110,Not asked in China.
C2_2_northern_africa,21,Chart 2.2,Helped a stranger in the past month: % yes: Northern Africa,57,pct,,chart,Y,WP110,Not asked in China.
C2_2_central_asia,21,Chart 2.2,Helped a stranger in the past month: % yes: Central Asia,55,pct,,chart,Y,WP110,Not asked in China.
C2_2_southern_europe,21,Chart 2.2,Helped a stranger in the past month: % yes: Southern Europe,51,pct,,chart,Y,WP110,Not asked in China.
C2_2_northern_western_europe,21,Chart 2.2,Helped a stranger in the past month: % yes: Northern/Western Europe,47,pct,,chart,Y,WP110,Not asked in China.
C2_2_eastern_asia,21,Chart 2.2,Helped a stranger in the past month: % yes: Eastern Asia,31,pct,,chart,Y,WP110,Not asked in China.
C2_3_median_helped,22,Chart 2.3,Median across countries: % helped a stranger in the past month,62,pct,,chart,Y,WP110,
